ssn,leukocyty,hemoglobin,trombocyty,indicator,alt,ast,hematokrit,hbver,etytr,er-cv,erytrocyty
434-20-9482,5.10446,7.71023,7.13436,1.0,21.50892,55.5171,8.12262,7.11584,6.69543,58.55434,6.35596
435-06-3560,7.24682,6.29335,5.01343,1.0,19.19546,29.91863,6.55785,8.18183,6.56016,70.44587,4.68984
435-22-5446,4.19735,6.51124,6.73366,1.0,23.705,45.11185,7.55602,7.01511,6.0289,44.33054,7.07208
435-96-3974,6.8227,5.71536,6.91868,1.0,15.76963,34.46733,7.18352,8.3242,5.23245,46.25167,3.48471
436-01-9216,7.64547,6.47663,5.91332,1.0,14.8117,43.6759,5.97816,6.61429,7.84075,69.73061,4.78651
436-53-9490,5.81605,8.67085,6.39454,1.0,13.1892,53.95345,6.38481,6.53445,5.83021,62.52738,4.13979
437-06-8084,5.11748,3.77126,6.57491,0.0,9.28887,58.76418,6.99971,5.52662,5.31361,52.87816,2.09362
437-50-5086,5.74692,5.60295,7.31977,1.0,11.79787,42.65701,4.1284,5.96983,4.91027,41.72414,3.27185
437-60-7421,3.73097,4.9309,5.29737,1.0,18.9501,26.78793,8.4172,7.93448,6.0668,38.31372,6.47082
437-66-7718,4.70721,7.6376,6.95292,0.0,8.08633,43.31071,9.02747,5.28094,4.93595,47.22282,4.77991
437-84-9589,6.65255,3.00786,5.81517,0.0,6.54547,51.9572,8.62909,6.96186,5.09725,53.52464,4.30528
438-22-6177,6.42499,6.77856,5.23741,1.0,13.09573,50.03486,6.1868,4.0379,6.49189,39.86694,3.99176
438-24-2922,5.49184,6.55213,4.13297,1.0,17.88818,41.64346,9.15635,6.25887,4.95366,38.29517,5.8008
438-60-4904,6.86716,8.93504,6.83574,1.0,17.23596,60.16744,3.64531,3.57036,3.45402,24.81549,6.4757
438-68-2319,5.08303,7.44099,5.90093,1.0,8.64821,55.39182,6.18064,7.70575,6.40042,33.1229,3.52689
438-78-9101,6.42021,7.46372,5.84894,1.0,19.19226,44.28706,3.77567,4.95478,8.71075,51.10811,5.432
439-47-8328,3.72405,7.01435,6.85348,1.0,11.1251,31.24396,9.0853,6.38726,5.39843,53.10345,3.88802
439-49-7759,5.39416,5.37179,5.66243,0.0,4.57923,64.93488,7.4321,5.73438,6.7498,41.50029,3.36825
439-50-7201,6.13704,5.80095,5.90229,1.0,13.79985,57.97221,4.74922,4.53343,5.61773,36.82,4.32069
439-53-3424,5.07618,10.83228,5.94295,1.0,36.0694,48.11844,4.06774,3.25577,5.4856,58.60376,7.44906
439-76-1559,5.75549,7.14647,4.46103,1.0,7.80552,32.23077,6.54677,8.18281,5.26525,61.74318,4.8143
440-19-6331,5.13842,6.775087079790713,5.87874,0.0,21.11088,53.53297,5.41681,5.79467,4.89334,52.7575,5.3533
440-43-8618,6.1174,4.81852,6.40156,0.0,14.66175,59.74486,10.25799,4.43706,5.65377,58.11859,4.7285
440-62-7833,6.65916,4.53423,5.28451,1.0,15.61309,65.63842,3.87184,6.74382,7.01864,39.94983,2.8562
441-09-1265,5.56351,8.08332,6.25598,1.0,17.80431,39.30761,5.62923,3.64726,5.05778,62.40317,4.99477
441-12-9583,4.42319,7.19361,6.37573,0.0,12.67208,56.01561,7.08568,4.63049,5.56947,46.52638,5.44747
441-37-1820,4.85847,6.29802,7.36045,0.0,17.34859,49.80992,6.87273,3.25799,5.96699,28.34599,3.73905
442-35-6562,5.69114,5.3876,5.38669,0.0,15.11642,15.19751,5.56887,6.701,4.518,49.72551,5.35399
442-50-4860,6.97825,8.97687,7.00516,1.0,15.71797,58.08752,4.67183,3.87732,4.85682,55.3063,5.75541
442-51-3263,5.324,7.67273,5.11445,0.0,18.77037,52.86989,5.94481,5.50647,4.21076,34.24324,4.50177
442-68-2679,7.3418,6.20565,7.06801,0.0,13.82635,23.32446,6.79007,3.70427,6.28295,72.47224,4.71033
443-05-4694,6.62896,6.89034,8.27244,1.0,8.92379,22.62657,4.32288,4.16577,7.84179,57.84795,3.95116
443-13-4646,7.22451,8.16593,5.81348,0.0,20.64286,18.52378,6.67141,3.60387,5.7765,22.40047,5.32865
443-58-1767,4.80242,3.90384,5.89766,0.0,24.68296,19.20803,9.53489,9.04193,4.13612,65.13419,7.10905
444-60-7124,6.76388,6.01867,5.90665,1.0,16.35415,30.6062,7.00599,8.09425,6.65093,64.80744,5.78885
444-70-8737,6.83492,6.4495,6.73712,1.0,13.55905,42.04581,8.78771,6.45949,6.88783,56.50607,4.64079
445-03-8874,6.34944,8.81709,4.63762,1.0,13.72114,39.53116,7.48987,5.2773,5.09632,41.8865,4.13819
445-21-7457,5.45743,8.07767,5.57348,0.0,11.09963,24.68564,6.82432,5.41812,6.5574,45.35563,5.049
445-45-8728,6.96739,5.13502,7.09421,0.0,15.89903,47.0086,9.0122,3.80467,6.1756,65.51145,5.03796
445-46-2145,4.82769,8.27917,5.982637220405494,1.0,8.51693,50.95053,7.35369,6.29458,5.11555,55.74541,4.43916
445-66-3449,6.29322,8.11768,5.83032,1.0,18.41504,46.02434,5.18619,5.54952,6.91223,81.46963,6.02734
445-93-9916,6.65917,4.3377,7.14418,0.0,19.00727,72.89109,6.46211,5.75163,5.07065,56.91913,2.73674
445-96-1160,5.47111,6.14602,5.53329,1.0,5.79435,48.17463,3.40502,4.96891,4.77164,45.40681,4.35577
446-39-8854,4.85455,4.85421,5.05846,1.0,9.46531,68.19655,4.32879,5.6681,5.32459,51.7931,3.18541
446-77-0264,5.32442,5.27124,6.83378,1.0,16.94048,47.74978,4.63837,6.60114,4.95666,53.57365,4.00203
447-19-7480,5.51512,5.75721,6.15446,1.0,14.65707,80.42921,8.92055,6.99945,5.78813,38.27967,4.66001
447-55-2608,4.75235,7.38067,6.84407,1.0,13.06225,45.81772,7.35821,7.08695,4.90841,55.54661,6.02078
450-13-9888,5.72197,9.28394,6.6063,1.0,19.58067,38.83671,3.14392,4.29184,7.48883,17.56746,6.67254
450-38-5885,6.11762,6.24813,5.76463,1.0,17.13783,65.65133,7.68496,6.90928,4.60569,25.80407,5.67879
450-40-3945,3.76552,7.92932,6.30122,0.0,24.92317,36.69547,7.36901,3.52563,6.756,50.4311,4.751365567178817
450-80-8223,6.73739,9.77139,3.9071,0.0,13.98268,48.79358,5.39639,5.36511,6.38359,52.96488,4.9651
450-96-4869,6.0012,3.90149,4.34921,1.0,11.9674,46.61962,6.30927,6.69098,6.13721,37.98645,2.44439
451-02-9095,7.08035,5.3941,5.11189,1.0,13.64012,34.54875,4.73825,6.67128,5.04841,26.52743,4.17475
451-17-3964,6.1462,7.13714,6.03862,0.0,14.94331,68.50579,6.35608,4.29508,6.76054,50.66907,5.0267
451-19-8635,6.45111,8.27015,6.1609,1.0,24.84197,55.35982,5.22976,3.93566,6.9563,34.47493,4.92434
451-65-0888,6.56167,5.85093,6.36435,1.0,17.62553,30.39284,3.08604,5.01584,6.39536,33.52804,3.52774
451-84-2614,5.83481,5.31296,5.73757,0.0,20.34418,40.6357,7.46597,8.29347,7.5171,30.89432,6.57653
451-99-0803,5.67194,6.92034,6.28196,1.0,11.43532,41.81991,4.90334,4.80649,6.8977,27.54139,4.68023
452-28-5150,4.0725,8.98649,5.36292,1.0,21.04491,71.47138,5.41342,3.74563,6.49178,53.79266,6.13531
452-80-1342,3.42587,7.59512,6.00176,1.0,10.83086,64.06098,6.47191,3.22981,5.57657,38.50909,4.5939
453-58-7662,5.70526,4.1992,6.33723,0.0,8.30406,52.0627,7.28187,6.59234,6.01124,63.38059,3.84149
453-68-0242,5.90955,9.93616,5.42521,0.0,10.7147,42.97168,4.67355,4.13769,8.03116,46.5712,5.60593
454-14-3353,6.40698,7.73825,4.52662,0.0,11.46028,63.59278,5.87284,4.8578,6.7898,31.91542,4.34595
454-34-6367,5.22796,8.14088,5.8627,1.0,10.8823,38.29772,7.25842,6.4758,5.57699,71.76212,2.8778
454-70-9751,6.78577,8.47544,7.559,1.0,17.29262,63.33381,5.53786,7.29596,5.93073,47.25005,3.96549
455-29-6582,5.42239,7.31177,3.28631,1.0,13.2308,69.93164,5.86851,8.90556,5.11709,44.2858,4.84219
455-36-1595,6.52275,6.19861,5.51618,1.0,18.47753,55.09426,5.83086,4.77214,6.72935,34.41747,3.57532
455-44-3404,4.59093,8.4755,6.85396,1.0,17.93206,73.26859,5.36037,5.15665,6.0143,28.73179,5.48106
455-44-8914,5.44835,5.21438,5.77986,0.0,12.32135,51.49184,6.68777,6.29186,5.51957,44.36246,2.42121
455-64-4715,6.86037,8.33708,5.92246,1.0,20.73214,47.42524,4.5301,3.73349,5.78769,44.77658,5.47131
456-09-2500,6.63983,6.01496,5.52502,1.0,21.76334,42.64116,8.9933,6.75048,5.57356,58.32422,5.20484
456-09-7260,7.80845,4.82988,4.35181,0.0,7.42938,30.92658,7.55991,6.84971,7.33879,63.72365,3.02353
456-27-1792,5.14522,3.17574,4.78304,0.0,17.65958,53.87206,7.51112,6.5712,6.88751,50.84437,4.95248
456-32-3224,6.37908,7.9763,5.45938,1.0,13.819,28.38177,5.64792,7.24668,5.9893,55.93479,3.68601
457-57-0239,5.98806,5.78506,6.56623,0.0,16.89565,30.08407,6.71754,5.77657,5.2677,61.00678,2.90194
457-57-7479,5.22783,7.36693,6.11731,1.0,13.77628,47.08981,6.79301,3.9598,4.91246,35.44633,4.66466
458-20-0724,6.30714,3.18872,5.16049,0.0,6.30494,45.05748,7.32626,6.40468,6.61979,34.51672,4.82122
458-50-4210,4.69685,8.12174,6.35041,1.0,15.37323,39.15445,5.85617,4.63798,4.82562,47.03591,5.57224
458-51-0139,6.67467,7.92027,7.37603,1.0,6.4465,41.55359,8.04878,5.97089,5.13479,51.19115,3.7096
458-61-7465,6.26185,6.25348,5.08521,1.0,10.68089,46.70826,3.25909,4.06403,6.21021,56.58575,3.72148
459-02-0384,6.47229,5.79736,7.46037,1.0,16.06465,23.56261,6.27727,9.2203,5.69904,44.47528,4.81933
459-24-6323,5.8036,6.97042,6.4497,1.0,16.53243,35.64006,8.48819,6.51808,6.85355,54.23194,2.69888
459-53-5481,4.97956,7.26956,5.33122,1.0,16.45996,40.74868,7.167,7.40966,6.17578,25.29579,4.99746
459-61-2626,6.70923,7.08111,7.6844,1.0,9.84009,42.2927,4.96294,3.78892,4.52758,41.42553,4.5495
459-69-3254,6.37784,7.21522,5.54233,1.0,12.8541,43.70498,6.10389,7.76772,6.76693,13.5137,5.31038
460-10-5503,5.97967,4.37189,7.15382,0.0,13.45389,51.27434,7.65609,6.92887,7.3512,38.73547,3.81408
460-28-9569,5.26113,8.66675,7.45194,1.0,8.2795,32.22917,5.06195,7.79531,5.72122,42.80206,3.67858
460-29-0943,5.52781,6.67324,5.77706,1.0,7.28213,52.71915,3.66939,6.17312,5.89333,51.33919,4.87699
461-62-2668,6.91892,6.6996,4.62757,1.0,10.78166,47.05924,7.94862,6.11959,4.86388,55.63503,4.7351
462-23-9694,6.33417,7.37607,3.85363,0.0,24.76562,43.61009,8.66275,3.08727,6.93777,72.72273,6.33784
462-44-7127,5.85657,7.23153,6.28672,0.0,12.73751,61.05017,7.61704,6.59551,5.70368,36.83028,3.53136
463-04-2836,5.34726,7.72992,6.16686,0.0,15.81374,54.22996,4.05227,6.96301,6.15394,35.68569,5.17153
463-19-4087,7.41069,8.628,6.05026,1.0,12.92807,31.05091,6.91618,5.9686,4.41946,59.91486,2.77373
463-22-9354,7.54905,8.22826,5.65583,0.0,15.52608,47.2071,4.11975,5.35687,5.80005,52.45335,6.01931
463-41-6610,8.29107,7.64972,6.05322,1.0,10.89098,44.44691,6.73572,6.33058,5.50674,35.27259,3.96499
463-60-1764,5.12233,5.39036,5.21916,1.0,7.55458,54.38242,4.30663,5.90623,5.5988,40.39573,3.92796
463-62-1388,4.42461,9.01232,5.00898,1.0,18.92333,80.50011,7.38491,5.41281,7.45081,44.43316,3.52767
465-08-4040,5.82402,5.98789,6.45779,0.0,8.62093,42.33716,9.12065,5.52415,6.44476,50.49087,4.7123
465-22-3450,7.77408,7.79841,6.44569,0.0,19.21726,46.3029,6.26341,4.02151,6.14467,40.5338,5.19948
465-87-0909,7.64836,6.34699,6.79067,1.0,19.29587,48.68042,8.05705,6.93623,6.46145,55.39897,6.15226
466-43-4541,6.07874,5.52297,5.8667,0.0,10.97489,43.78987,6.5755,6.90561,5.60417,56.42824,3.88859
466-49-7087,5.70068,4.78742,4.39853,0.0,15.05959,52.03997,7.24445,7.13898,7.37098,38.3249,4.51793
466-93-7141,6.14566,9.12464,4.62034,1.0,12.82658,64.04254,4.76147,2.12275,5.21202,57.71227,5.8667
467-05-4901,5.54298,8.73275,7.03552,1.0,16.583,17.64406,4.48052,3.30825,5.86423,57.07573,5.99207
467-36-7184,4.74996,4.57712,6.49052,0.0,17.42105,46.05652,7.47828,7.43409,6.69224,48.89011,5.26074
467-43-0541,3.53746,7.24819,7.85396,0.0,14.62736,44.96212,7.65986,5.71601,5.88907,48.31298,5.55811
467-46-8044,6.51259,5.43889,4.70567,1.0,16.88943,41.29824,7.08876,8.01329,4.52709,47.70197,5.49623
467-76-9562,6.21709,5.57434,6.80423,0.0,12.71102,57.3563,9.73926,5.22708,4.90399,30.78989,5.03047
468-17-5865,5.27422,6.71756,6.17518,1.0,10.44812,44.58158,7.58455,7.06651,4.58439,47.72851787977785,5.21336
468-20-7507,5.56674,5.10279,7.15149,0.0,11.19202,61.8445,6.55824,6.2986,5.9397,32.07327,2.9076
468-29-2526,5.50308,7.33837,5.2904,1.0,20.29766,50.89289,6.0003,8.12342,4.57563,54.08177,5.57518
469-21-5525,3.90597,4.5024,7.61912,0.0,13.41845,69.73875,9.0766,8.43145,5.72377,42.39359,5.29277
469-27-7916,4.71974,6.70379,6.36031,1.0,15.63981,48.20805,8.40168,5.88203,5.84001,73.86664,3.5539
469-32-5804,8.28463,5.81982,5.99023,1.0,16.84066,38.82304,7.03289,7.85062,5.40147,59.50172,2.89795
470-15-9051,4.51019,4.91931,6.48396,1.0,17.62302,66.95721,10.20687,6.19145,7.5719,61.00665,6.07622
470-67-0736,5.56816,7.98441,4.69489,0.0,18.65538,61.68606,6.35782,3.92868,4.58535,56.2013,6.17147
471-17-9543,5.88343,6.22613,6.78284,1.0,15.75921,51.2814,5.32661,5.11051,6.02797,47.90194,4.27787
471-62-2175,6.2536,7.23443,6.6283,0.0,10.04694,47.97526,5.90059,3.87246,3.98428,35.96044,4.7592
472-03-8844,6.00771,2.51547,4.4406,0.0,12.08465,57.99494,8.30263,6.56311,3.8396,38.89391,4.58585
472-12-1277,6.84076,5.56587,6.39035,0.0,15.09857,49.22326,6.20296,7.01604,6.85676,42.83996,4.88729
472-15-5378,5.55543,4.96785,4.85644,1.0,12.86106,82.90409,5.68761,6.19127,4.84124,41.29273,2.85034
472-73-9419,5.16992,8.38487,4.83983,1.0,14.1687,69.95409,7.53914,6.81108,4.85936,62.43205,4.80897
472-86-1904,6.95946,6.5162,6.14589,0.0,11.24691,60.96,5.96301,4.43923,5.65505,55.04763,4.10636
472-92-6088,6.14472,6.91334,7.43491,1.0,11.23448,45.23772,4.33398,4.71279,6.11161,52.23757,4.29549
473-41-5999,5.90933,8.04799,6.44738,1.0,14.63398,38.09945,5.82709,3.61559,5.60043,40.54106,5.35149
473-64-5106,5.33988,6.94579,7.05755,1.0,17.08751,47.33175,8.4572,6.3374,6.11232,44.54877,5.05301
473-75-3051,5.55244,6.54134,7.04542,1.0,17.81548,45.74637,6.78285,6.88936,7.61788,46.48721,4.91769
473-86-2327,5.51755,6.42378,4.96266,0.0,12.35318,38.45727,7.76972,8.93747,6.06976,60.74094,6.03725
474-14-3926,7.13983,6.52556,4.48752,1.0,15.66666,50.56571,5.28317,4.66582,5.96216,45.9223,4.94616
474-26-4717,5.45957,9.20529,5.24732,1.0,15.87632,60.45905,4.31496,3.09381,5.41887,58.21043,5.86724
475-16-5323,5.88232,8.5867,5.22636,0.0,4.56367,24.12194,5.08614,4.93271,5.77885,58.71162,5.11661
475-80-6675,6.01788,9.43415,6.94468,1.0,5.68857,42.90278,7.66236,5.12361,5.08994,48.94795,3.46927
476-07-2737,5.47422,6.13782,6.54879,1.0,9.23586,42.75169,4.64211,6.72169,6.91077,42.3822,4.97968
476-13-5333,5.41423,5.21288,6.1586,1.0,16.04781,35.95945,9.93753,6.89726,6.53176,48.27892,5.79605
476-29-1491,4.86525,7.53486,6.35002,1.0,14.45129,29.58392,5.90092,8.0206,5.4451,69.30801,5.94265
476-44-6595,3.5472,7.57601,5.97126,1.0,13.69052,29.37713,7.09664,5.95469,5.5592,61.65392,5.08135
476-50-0121,6.79003,9.50078,5.40175,1.0,16.33578,31.24567,5.30563,3.28946,5.71145,63.52272,6.29225
476-53-4440,5.21063,6.55758,5.86704,0.0,14.25327,54.35411,5.58614,6.68357,6.21007,74.42377,3.37407
476-61-0944,6.29506,7.99688,6.1422,1.0,17.35262,55.85318,7.40422,4.79916,5.92309,63.08365,5.61188
476-62-7014,5.90774,5.47193,4.77659,1.0,11.64183,37.40066,9.79468,6.82992,6.37604,46.617,5.32103
477-05-4161,4.12493,8.88848,7.12829,1.0,23.18338,62.50374,7.47899,5.69959,5.6651,51.68488,3.75697
477-27-3998,6.73317,6.72515,6.81452,0.0,17.40216,51.65636,6.75789,4.92911,4.71292,16.4456,3.49133
477-71-9948,6.02312,9.18818,8.80971,1.0,12.75169,44.01658,2.94475,3.18015,4.80261,41.51867,6.19465
477-77-2469,5.97587,6.93071,5.41671,0.0,15.59359,54.75094,5.93878,5.25319,5.78674,29.58318,3.88335
478-21-6913,6.48044,9.23531,7.65306,0.0,16.58694,57.60185,7.12835,5.31069,4.91179,44.31174,6.33299
478-60-6735,5.0129,6.97029,5.43844,1.0,12.25973,54.96916,5.72575,6.04728,5.96516,54.26821,5.2454
479-13-1151,5.39943,6.63752,7.15662,0.0,14.03537,54.01874,6.34365,5.14656,7.50813,48.34828,4.67461
479-61-8907,4.48868,4.8891,6.89918,1.0,8.79553,21.35059,6.34516,5.58927,5.41151,63.13824,2.40768
479-87-9419,5.07157,5.77523,7.83889,0.0,22.49915,37.74814,7.18372,8.54764,5.12109,57.07702,7.06897
480-06-9873,5.86777,7.05812,4.61946,1.0,17.72212,39.53313,6.388999136972868,6.49661,5.52306,39.14831,5.4217
480-13-2154,6.72512,6.94766,5.32262,1.0,7.65217,46.97081,4.3429,4.78865,6.19219,77.34803,4.25917
480-31-6878,5.77632,4.76782,5.69159,1.0,18.28565,56.15253,10.8875,5.91636,4.53833,84.43905,4.71167
480-35-2120,7.17753,5.51692,5.98761,1.0,17.7692,29.37112,6.7703,8.33444,4.97081,55.36599,5.3886
480-47-9220,5.43798,7.72039,6.45701,1.0,18.5762,52.97944,4.11393,4.91278,4.74696,35.32345,5.43094
480-71-0670,3.71273,9.1979,5.50125,1.0,16.68575,44.21667,4.46201,4.19657,6.937,37.79212,6.66168
480-93-6202,5.60037,5.74193,6.4318,1.0,15.20746,64.34461,8.9881,6.85479,5.12882,21.75156,6.29194
481-71-1888,7.27166,7.7441,4.60142,1.0,4.59094,37.74371,3.16384,4.07737,4.78769,42.32895,5.63439
482-25-5398,6.26695,6.66533,5.74097,0.0,16.43592,68.62292,4.50971,6.23542,6.55924,65.44598,3.94986
482-39-1844,7.27145,8.48616,5.47645,1.0,16.79808,54.13088,6.63058,7.01339,4.35546,47.04472,4.25665
482-49-8337,3.65424,4.75913,5.47127,0.0,20.63765,36.85258,6.86343,7.2018,6.07672,36.12656,5.38011
482-65-1828,6.51155,7.4359,6.20489,1.0,16.1264,33.32261,6.62577,7.54641,5.67624,53.54179,5.94355
482-96-9663,4.99474,9.12233,6.67675,1.0,17.43541,34.69404,5.09308,4.79785,6.14432,50.64786,5.87559
483-18-8050,6.57389,4.5925,5.78825,1.0,14.54784,43.43814,9.27688,7.91712,5.01078,55.20717,4.80797
483-40-2147,7.17056,8.11035,6.05817,0.0,11.39442,67.67083,6.91058,5.84602,6.54473,52.90253,4.39776
483-61-9414,5.38421,7.89161,7.6208,1.0,7.69488,55.10905,6.31311,7.63874,4.13928,54.38655,4.54763
483-66-6958,5.72172,4.72094,5.71419,0.0,12.0624,39.56575,6.02258,6.00901,6.7307,35.37467,3.65035
483-84-8346,7.20581,8.1103,3.58913,1.0,9.08902,30.8206,6.99615,5.70856,5.98782,38.48124,4.79643
483-96-9222,7.68711,7.0374,5.45132,1.0,18.25284,45.35188,5.05051,4.92878,5.5898,34.69097,4.94125
484-43-0410,4.86517,6.81526,5.7503,0.0,15.5755,53.07256,9.0911,3.40304,6.51036,54.67765,4.93091
484-54-3392,5.32326,9.25067,5.6746,1.0,23.10012,77.07919,4.83511,3.54746,5.50013,31.38908,5.66176
485-30-4456,5.74617,6.68376,4.29104,0.0,10.41495,36.12926,7.31269,5.54704,6.58374,34.85136,4.34376
485-32-5593,5.69091,6.908,6.80931,1.0,13.5943,37.08158,5.92664,5.24763,4.80835,43.20945,4.82749
485-38-3196,6.46121,7.59813,5.20471,1.0,16.94253,73.49315,4.97694,3.75217,4.24906,69.66284,4.80435
485-42-6882,6.64329,5.04648,6.03372,0.0,17.33367,45.88173,8.72084,5.32843,7.00394,40.25687,3.72422
485-77-2175,7.25834,7.8443,4.71838,0.0,19.27758,51.90088,7.2831,6.03842,5.28422,57.06014,4.48873
486-07-8363,5.41005,8.02283,5.63571,1.0,14.80579,32.61769,4.7475,7.93152,6.54589,37.12094,4.18896
486-12-1219,5.22766,6.10923,6.47478,1.0,18.13367,57.13206,7.57451,8.11317,4.81338,63.73573,3.63105
486-28-9792,5.69054,4.77546,4.08042,0.0,18.95675,40.68748,6.42222,6.77561,5.35637,83.36484,5.01086
487-38-0279,5.9104,5.5337,5.26589,0.0,23.78822,55.29185,6.23665,7.51019,6.52465,60.00009,6.27532
487-68-3594,4.34906,8.56424,5.49236,1.0,16.64925,59.30114,4.15979,4.71983,3.81285,63.63364,6.0077
487-76-1983,6.61516,9.62753,5.39933,1.0,13.70269,73.587,5.17711,6.29238,6.01909,20.88061,2.57728
487-96-3567,5.46338,7.45827,4.97331,1.0,15.03075,49.53331,4.86873,4.2392,5.08777,53.09488,5.09963
488-51-1626,6.96238,6.33338,5.28138,0.0,16.56709,56.91608,6.63667,7.13106,7.54011,36.73539,3.14349
489-38-2929,8.04508,7.29835,4.28133,1.0,9.30731,50.03751,2.87069,4.13891,5.14749,42.9723,4.66939
490-33-9767,6.55419,7.25534,5.58092,0.0,12.86486,63.44134,4.7433,4.64096,5.19692,57.10638,5.17776
490-42-5979,5.76932,7.11039,5.4471,1.0,14.85375,64.98421,5.77494,4.65887,3.89254,57.93181,4.22006
490-60-8410,6.33621,6.80391,5.34229,0.0,19.43274,58.16878,8.96931,3.97206,5.1929,47.72851787977785,6.13352
490-95-1100,6.96535,3.96344,6.10127,0.0,15.15802,58.55132,7.63883,6.91704,7.23153,41.32086,4.53621
491-11-9361,5.04882,9.60271,6.7052,1.0,14.9885,50.54931,6.72498,5.86687,4.26804,56.72125,3.52498
491-22-2979,5.21384,7.39079,4.38143,1.0,21.31742,49.93363,7.25623,6.30466,4.72435,45.01911,5.08448
491-24-3743,4.63358,5.76406,5.71493,1.0,12.47525,45.47233,7.37966,8.34752,6.00647,45.8938,3.71042
491-69-6549,6.89646,6.22304,5.0122,0.0,21.59198,25.76002,5.30805,4.81046,4.15541,59.62155,4.31563
491-74-8873,8.37183,5.08326,7.1112,0.0,15.96916,42.41244,10.02174,5.974547345739472,6.26491,39.15881,5.41792
491-97-8424,8.07673,9.54239,5.62764,1.0,20.6063,60.52796,3.58471,4.06994,5.73104,30.02488,7.28808
492-22-0793,6.19472,7.00245,5.70366,1.0,19.27576,37.41631,5.43864,8.60107,6.45082,27.16947,6.02564
492-22-6462,6.32781,3.66049,6.26604,0.0,15.6024,52.09249,8.69277,7.43166,6.89993,82.50652,4.4249
492-37-6974,6.98176,5.82237,5.77177,0.0,5.80065,50.81647,5.93784,7.17868,8.36561,41.50814,5.40269
492-64-9681,6.24173,5.35383,6.21676,0.0,13.28859,57.02835,5.81372,6.14896,6.67105,54.67673,3.35085
492-70-3913,6.62931,7.07013,4.55179,1.0,10.16195,37.95472,6.67636,7.75647,6.50488,46.21066,4.37903
492-94-1057,7.0325,3.96876,6.19717,0.0,9.0142,50.52146,6.8394,6.84501,5.4826,70.78239,5.75015
493-29-4639,5.41032,8.41648,6.63415,0.0,10.78699,31.61989,5.99259,4.0541,5.78092,37.15243,5.2464
493-97-0155,6.77472,7.97423,6.6753,1.0,13.07314,46.72813,8.64815,5.87848,5.89371,49.92243,3.95139
494-29-4300,6.10124,5.85774,5.24783,1.0,15.41594,46.25248,10.55165,5.27877,7.1208,46.96629,5.58391
494-60-6529,5.90832,7.8886,4.35308,1.0,16.60648,28.85544,5.43846,4.34031,5.81365,40.77945,4.72329
494-69-5658,6.91366,5.59662,4.38465,0.0,14.51276,39.4032,8.56345,6.84242,4.14473,39.2402,3.29378
494-74-2453,4.72975,7.88102,5.94543,1.0,13.83575,28.75538,8.02462,6.35049,4.86947,61.46337,5.41638
495-77-2113,7.21172,3.07365,6.02377,0.0,16.33845,46.40295,7.80311,6.87719,3.48769,64.50391,5.49882
496-02-9136,8.03723,3.53064,6.80047,0.0,35.3714,49.02333,7.46587,7.79496,6.38203,38.69703,8.0293
496-29-0196,5.71185,4.53377,5.67149,0.0,10.18809,47.95484,7.57875,6.79589,6.20179,46.67531,3.33092
496-36-8580,6.15089,7.85565,6.0533,0.0,11.55257,62.21333,6.7655,6.68918,5.77157,49.10297,4.26238
496-58-3200,5.47544,6.99727,7.2198,1.0,13.92881,40.22384,7.34806,7.13416,4.75515,47.02628,5.66552
496-62-2750,4.29028,5.29886,4.48164,1.0,7.6885,56.15009,5.42877,5.81689,4.78873,33.89296,3.2712
496-91-2313,6.9578,7.66545,5.82698,1.0,16.82072,60.02323,4.51254,4.85356,7.09349,65.6985,5.43405
497-54-2369,5.88308,8.8757,7.09492,1.0,18.64505,34.62597,3.14501,4.11162,5.06953,67.0026,6.54608
497-57-7735,5.40253,3.98488,8.0829,0.0,15.59638,37.53406,7.20433,5.96946,5.3619,52.70114,2.84557
497-87-2352,5.75327,6.0234,6.94682,0.0,15.3049,37.52156,6.52234,7.45782,6.25567,55.31631,4.83213
497-97-1030,6.23877,5.61334,5.81406,1.0,14.12045,34.99355,8.39595,7.89354,5.39898,46.24389,5.5761
498-22-4333,5.39868,8.23294,4.98949,1.0,11.70081,45.10304,4.33865,4.07232,5.43676,43.41893,5.71751
498-62-2476,6.52583,6.34345,5.88232,0.0,14.41993,46.46612,7.44102,3.57999,4.20159,71.94478,4.58183
498-69-4375,5.2363,7.29419,7.85967,1.0,19.61053,15.93111,8.38715,6.82535,6.49744,37.17016,6.35856
498-95-3545,4.18674,6.68151,5.70095,1.0,13.15719,30.11052,7.20998,7.83025,5.75127,37.16157,5.86535
499-02-4421,7.00292,6.79194,4.07627,1.0,16.63152,44.22024,5.81221,7.47846,4.98014,64.09373,4.93209
499-04-2653,6.84953,7.21135,6.30267,0.0,9.7688,37.48025,7.67239,3.83179,7.59201,30.03999,4.89976
499-15-8918,6.4337,6.8784,7.22164,1.0,13.43475,48.63389,6.43202,7.9476,5.87125,67.92476,4.78308
499-67-7558,6.08495,7.99505,6.79544,1.0,16.76397,58.19745,4.76655,5.1896,6.74149,34.22821,5.41574
499-89-9635,4.9162,7.79034,6.53122,0.0,12.57021,49.22845,8.11543,3.67894,7.57288,41.4802,5.52554
500-27-0845,7.91928,9.01429,4.79064,1.0,12.74383,45.7985,5.44174,7.0885,6.12114,45.60145,4.00598
500-28-0156,5.87391,6.51227,6.36218,1.0,14.94506,44.70492,9.5135,6.61238,4.76032,49.71306,4.19663
