ssn,hbver,hematokrit,hemoglobin,relationship_1,relationship_2,relationship_3,relationship_4,relationship_5,relationship_6,race_1,race_2,race_3,race_4,race_5,indicator
708-58-0247,-1.0104321898620272,-1.2475991184648823,0.676096455346542,0,0,1,0,0,0,1,0,0,0,0,1.0
323-89-2428,-0.6910807860460007,-1.3590233203541533,0.3634176865485193,0,0,0,0,1,0,0,0,0,1,0,1.0
677-64-9763,1.1347436665947874,0.7067975574571984,-0.2277779231202049,0,0,1,0,0,0,0,1,0,0,0,1.0
001-47-0925,-0.0007685236289436044,0.4133380702442983,-0.5108604110047346,0,1,0,0,0,0,0,1,0,0,0,0.0
863-37-5929,0.5793704534639847,-0.7982849269833011,1.4821373082351175,0,1,0,0,0,0,1,0,0,0,0,0.0
703-51-4410,0.784256066960539,-0.2192464579181498,0.8400947435438191,1,0,0,0,0,0,0,1,0,0,0,1.0
725-25-9825,-0.5833623575047132,-0.9535816638875447,0.5520259257227769,0,0,0,1,0,0,1,0,0,0,0,1.0
182-54-3959,1.480049447643872,0.739354012777684,-0.5541474464461452,0,0,0,0,1,0,0,1,0,0,0,1.0
610-85-5828,-0.46114648146111165,-0.5869908361559734,-0.053627566156405536,1,0,0,0,0,0,0,1,0,0,0,1.0
482-25-5398,0.16799486815736808,-1.1797778718527103,-0.0677513766341445,0,0,0,1,0,0,1,0,0,0,0,0.0
182-56-5532,0.1910898648478005,0.8971710067662404,0.9979436372536359,1,0,0,0,0,0,0,1,0,0,0,1.0
402-03-1209,-0.7442122168074923,1.9810132082414564,-0.7270852467504451,0,0,1,0,0,0,1,0,0,0,0,0.0
581-65-6947,0.6775338931784464,1.1337052842140707,-0.4251400789944183,1,0,0,0,0,0,0,0,0,1,0,1.0
543-56-3440,-0.7391015592765561,-0.4933400890777129,0.38484158303752947,0,0,1,0,0,0,0,0,0,0,1,1.0
558-02-0301,-0.7070014546328789,0.3213110708895131,1.9107760873681114,1,0,0,0,0,0,0,1,0,0,0,1.0
898-09-0253,0.5463840702358289,0.4995659705866735,1.0695092262183683,0,0,1,0,0,0,0,1,0,0,0,1.0
631-42-9450,0.7020585801401917,0.3609581002457131,-0.6076917213847485,0,0,0,0,0,1,0,1,0,0,0,0.0
102-67-6240,0.9428352417147626,0.8379888503585029,-1.5582124121608039,0,1,0,0,0,0,1,0,0,0,0,0.0
296-13-7367,0.7249789087884279,1.260865419639721,-0.5531266717072807,0,0,0,0,0,1,0,0,1,0,0,1.0
599-93-1531,-0.156764775780004,-0.19891513024544952,-0.5899364274420806,0,0,0,1,0,0,1,0,0,0,0,0.0
241-40-3821,-2.110562680670132,-1.192466927421488,0.5340107982102157,0,0,1,0,0,0,0,1,0,0,0,1.0
427-42-7179,0.8387654344993586,0.021833059296165174,0.8715655380686802,1,0,0,0,0,0,0,0,0,0,1,1.0
543-64-0387,0.021215490031533297,-1.4697829768430826,0.24422831613059548,0,0,0,0,0,1,1,0,0,0,0,1.0
655-27-9169,0.8066847374159253,1.594272862427844,-2.6927509490430124,0,0,0,0,0,1,0,0,0,1,0,0.0
224-88-7419,0.7777480650920303,0.9069072238108602,-0.6312252190007444,0,0,0,0,0,1,1,0,0,0,0,1.0
655-45-5528,-0.7284920930098026,-0.1747971476500505,-0.3783638499001635,0,0,1,0,0,0,1,0,0,0,0,0.0
788-04-9611,0.5214259477619659,0.7237058493885195,0.36355997636060355,0,0,0,0,0,1,1,0,0,0,0,1.0
564-19-7598,-0.6259942981741676,0.3616853386083509,2.377152599271236,0,0,0,0,1,0,1,0,0,0,0,1.0
050-18-9289,0.109959793840877,0.5489993713573312,1.6249839065404148,0,1,0,0,0,0,0,0,0,0,1,1.0
339-85-3209,-1.1292970271701541,-1.0026577147731135,0.2469380090737624,0,1,0,0,0,0,1,0,0,0,0,1.0
613-69-0864,0.2103615721701534,-1.2986249204778666,-1.0302553441931086,1,0,0,0,0,0,1,0,0,0,0,1.0
665-69-7885,0.660578154711885,0.1167376656203522,0.7142919901207688,0,0,0,0,1,0,1,0,0,0,0,1.0
342-48-7268,1.3718199533494913,0.27358918798954496,-0.8455322355401041,0,0,0,0,1,0,1,0,0,0,0,0.0
725-51-1837,-1.8924022959666402,-0.604432018266813,1.1292647607801214,0,0,1,0,0,0,1,0,0,0,0,1.0
160-44-3958,0.8770436124873952,0.5336772113721076,-0.4211807103103395,0,0,1,0,0,0,0,0,0,1,0,1.0
766-40-9992,0.9020923035757304,1.506352252103468,-0.5572716357984264,0,0,0,0,1,0,1,0,0,0,0,1.0
259-12-8791,1.6292030173062304,0.35309640277375337,-0.7756679378068114,0,1,0,0,0,0,0,1,0,0,0,1.0
446-77-0264,0.40458596590596974,-1.0991171065622498,-0.9302070467572807,0,0,0,1,0,0,0,1,0,0,0,1.0
762-81-9122,-1.390923877633595,-1.3358896172668067,-0.12548392125887556,0,1,0,0,0,0,0,1,0,0,0,1.0
617-16-6813,-1.2683069120116164,0.9094588273763212,-0.48724030219877434,0,0,0,0,1,0,0,0,0,1,0,0.0
687-61-6922,0.707046323122915,0.1452880406501017,0.4570753154677008,0,1,0,0,0,0,0,1,0,0,0,1.0
370-10-8429,-0.24186045826346442,-1.0709366200100485,-0.7805305374719462,1,0,0,0,0,0,1,0,0,0,0,1.0
281-74-6686,-0.2347443528406419,-0.5309245199743642,0.22156093041424152,0,1,0,0,0,0,1,0,0,0,0,1.0
082-80-6353,-0.7300317594558312,-0.9317707823046507,0.2935162697338136,0,0,0,0,1,0,1,0,0,0,0,1.0
051-23-9258,-0.6981386687880908,-1.468497771116008,0.020480679885134478,0,0,0,0,1,0,1,0,0,0,0,1.0
814-24-7702,0.4708239690189504,0.6900710751165372,0.43411716361360975,0,0,0,0,1,0,1,0,0,0,0,1.0
633-72-2299,-0.8867801543603655,-0.43695403878839223,-0.16693356217032998,1,0,0,0,0,0,0,0,1,0,0,1.0
121-46-8783,1.016603378202439,0.0717554651727342,0.7793122477296333,1,0,0,0,0,0,1,0,0,0,0,1.0
146-83-4551,1.5603126476265619,-0.03633974041860117,-0.7167661421175635,0,0,0,0,0,1,0,1,0,0,0,1.0
315-70-1662,0.2729315463970069,1.2802626221742057,-2.419387473975183,0,0,0,0,0,1,1,0,0,0,0,0.0
169-29-4150,1.4293569002863842,0.4788271386590469,-0.6533914971180199,0,0,0,0,0,1,1,0,0,0,0,1.0
132-02-3971,0.5594647658403262,0.5240726495483096,0.6249834802405059,0,1,0,0,0,0,1,0,0,0,0,1.0
843-52-0424,0.1584592868907856,-0.1467232391337529,-0.9569884639969355,0,0,1,0,0,0,1,0,0,0,0,1.0
538-24-2624,-1.552381840490688,2.07614977852614,-1.3641229219645243,0,1,0,0,0,0,0,1,0,0,0,0.0
756-13-8643,-2.1192766752197154,1.2893154859297964,-0.12549010777244418,1,0,0,0,0,0,0,0,0,0,1,0.0
360-56-1510,1.6506807173096587,1.4291521383317651,-2.213735389918678,1,0,0,0,0,0,1,0,0,0,0,0.0
556-81-6778,-0.2748209647446285,-0.6601033687859558,-0.10266187270329954,0,1,0,0,0,0,0,0,0,0,1,1.0
668-70-2234,0.1319032752901623,0.9060922153010081,0.9330656694568557,0,1,0,0,0,0,1,0,0,0,0,1.0
401-71-6550,-0.4831223088441369,-0.9585156000202664,0.1738196052032421,0,0,1,0,0,0,1,0,0,0,0,1.0
372-38-4966,-1.4171434915233216,1.0629625455588896,0.883276608254559,0,0,0,0,0,1,0,1,0,0,0,0.0
218-79-7414,-0.17980154978970472,0.48668256683477723,1.124804284496963,0,1,0,0,0,0,0,0,0,1,0,0.0
198-66-0941,-1.0101475456451148,-1.2185597383292215,1.0773537254237,0,1,0,0,0,0,1,0,0,0,0,1.0
642-41-9475,0.7543943009316766,0.37184159850035636,0.3903413936002584,0,0,1,0,0,0,1,0,0,0,0,1.0
499-89-9635,-1.4858397856005503,1.080754808258589,0.6282375863777334,0,0,1,0,0,0,1,0,0,0,0,0.0
112-98-2255,0.9815533244016648,1.717652612227025,-0.8105165687402778,0,0,1,0,0,0,1,0,0,0,0,1.0
279-66-9912,-0.3960535244025303,-0.39206587778421853,-1.5137499391413076,1,0,0,0,0,0,0,1,0,0,0,0.0
384-40-5855,-0.6514440788408794,-0.5337206260927806,0.9448633508326977,0,0,0,1,0,0,1,0,0,0,0,1.0
277-32-6779,0.5141545818571911,0.2897388950770801,0.8172974410425192,0,1,0,0,0,0,1,0,0,0,0,1.0
376-42-5085,-0.015510083136978624,-0.8752781539794265,0.2944937388776955,0,1,0,0,0,0,1,0,0,0,0,1.0
635-48-0345,0.6686905148939022,0.013413394459767485,1.0166207217180656,0,0,0,0,1,0,0,1,0,0,0,1.0
723-09-5674,0.019734046266236403,-0.7141948566552312,-0.25509138052678254,0,0,0,0,1,0,1,0,0,0,0,1.0
156-91-8141,1.2475727526670113,1.3569110378777016,-2.7723899382151256,0,0,1,0,0,0,0,0,0,1,0,0.0
369-85-4950,0.9299098065922177,-0.6512385839172549,-0.33050498093135494,0,0,0,0,0,1,1,0,0,0,0,0.0
016-29-3604,-0.3763483815680604,-1.9465253393293092,-0.009752811925952062,0,0,1,0,0,0,1,0,0,0,0,1.0
319-91-2699,0.579480429638701,0.9332570758640089,-2.232826970792223,0,0,1,0,0,0,1,0,0,0,0,0.0
161-76-5045,0.5570452899965663,1.2885130160124036,0.6523031241606533,1,0,0,0,0,0,1,0,0,0,0,0.0
430-30-7090,0.19992030475884845,0.07064579974008882,1.6610760267012246,0,0,0,0,1,0,0,1,0,0,0,1.0
631-26-9338,0.8323868163658106,1.7482718550125536,-1.646091837406657,0,0,1,0,0,0,1,0,0,0,0,1.0
684-78-6521,0.44832413750933575,1.0816325097307378,0.4196964004845645,0,0,0,0,1,0,1,0,0,0,0,1.0
496-36-8580,0.4615406860355415,0.23444370233171558,0.6686417064960487,0,0,0,0,0,1,0,1,0,0,0,0.0
180-91-9425,-0.4757344975778975,-0.8717109244247649,-0.5167375988951647,0,0,0,0,0,1,1,0,0,0,0,0.0
499-67-7558,-0.5085656203241009,-1.0187572674908119,0.7548817056461505,0,0,0,1,0,0,1,0,0,0,0,1.0
724-10-8793,-1.0812762539395988,0.03035303287223654,0.4752574788466207,0,1,0,0,0,0,0,0,0,1,0,0.0
353-65-8798,-0.22676137639358473,0.04763748257733517,-1.6450153840456732,1,0,0,0,0,0,0,0,1,0,0,0.0
693-63-8052,-0.27260203369005703,0.4227608224774372,0.9438116435259893,0,0,0,1,0,0,0,1,0,0,0,0.0
226-28-4814,-0.5761039299734338,-1.1257114611683536,1.5033756093170607,0,1,0,0,0,0,1,0,0,0,0,1.0
520-40-4304,1.2884062594205163,0.8176261762046539,-1.482192533426482,0,0,0,0,1,0,0,1,0,0,0,0.0
546-41-2388,0.36595198264679163,0.07969866349567943,1.1249403877954784,0,0,0,0,1,0,1,0,0,0,0,1.0
682-65-7912,-0.8985864201755028,-0.9684336266555459,0.04181177867061173,0,1,0,0,0,0,1,0,0,0,0,1.0
764-40-3294,0.36707762114094766,-1.2204405271981116,-0.13618040321945848,0,0,1,0,0,0,0,1,0,0,0,0.0
736-63-3094,0.16130572905991483,1.832017114047994,-0.7476182852855376,0,0,1,0,0,0,0,1,0,0,0,1.0
512-93-8108,-1.056551022188665,0.36621803978237555,1.047905920835861,0,0,0,0,0,1,0,1,0,0,0,0.0
757-73-3760,0.6746615742623254,-0.3726624059535039,0.834495948763988,0,0,1,0,0,0,1,0,0,0,0,1.0
280-16-4767,0.2617851376301674,0.045129764085482166,0.6121093455036795,0,1,0,0,0,0,1,0,0,0,0,1.0
429-42-6402,-1.561943298504262,1.001278939955529,0.3436084701009851,1,0,0,0,0,0,1,0,0,0,0,0.0
297-17-8117,-1.0038206810055508,-1.086584783399213,0.4780537829797518,0,0,0,0,1,0,1,0,0,0,0,1.0
801-98-6608,-0.18214986457923626,-1.0070462221338565,-0.3060002006850458,1,0,0,0,0,0,0,1,0,0,0,0.0
751-06-5416,-0.09517164875210193,-1.195664268498601,0.2925078680220869,0,1,0,0,0,0,1,0,0,0,0,1.0
100-62-7197,-0.27549376016642246,-0.7939465739923949,-0.40611654977013156,0,0,1,0,0,0,1,0,0,0,0,1.0
794-75-3237,0.5966431820811992,2.0681000021672906,-0.581232002850675,0,1,0,0,0,0,0,1,0,0,0,1.0
880-60-8792,0.7212461880348201,1.0801843023016926,-2.5611576189194967,0,0,0,1,0,0,0,1,0,0,0,0.0
237-68-4338,-0.468469600859871,-1.1071229978474912,0.07468072526203821,0,0,1,0,0,0,1,0,0,0,0,1.0
334-31-2468,-0.7038315531263487,0.7767190183062975,-0.38114778100615626,0,0,1,0,0,0,1,0,0,0,0,0.0
643-70-3159,0.22562238370873322,0.1983262867527985,-0.01691060812513903,1,0,0,0,0,0,1,0,0,0,0,0.0
071-88-6463,0.48812904356990483,-0.5044618205890821,1.0955111427483455,0,0,0,0,1,0,1,0,0,0,0,1.0
204-79-5086,-1.7580890407042404,-0.22634957054632426,1.7310640547058946,0,0,1,0,0,0,0,1,0,0,0,1.0
099-29-9246,-0.8969755926752458,-0.1572807339844553,1.6465995849500594,0,0,0,0,1,0,0,0,0,0,1,1.0
740-33-5469,1.053348358931195,-1.5384568477424845,1.3816807009037433,0,0,1,0,0,0,1,0,0,0,0,1.0
157-32-1827,0.9490262534326183,-1.3928273656243353,1.5564806417922745,0,0,1,0,0,0,1,0,0,0,0,1.0
268-66-7983,1.159313637863769,-0.06862034670498264,-0.22939260316168084,0,1,0,0,0,0,0,1,0,0,0,1.0
440-19-6331,-0.11713453776163113,-0.6110900108626837,0.00014998970637707332,0,0,1,0,0,0,0,1,0,0,0,0.0
362-89-5976,0.6367003864249412,0.5423288401690013,0.14409959401837188,0,0,0,1,0,0,0,1,0,0,0,1.0
734-88-7449,0.8494007775131042,0.4749903293665113,-0.2070345431237704,0,0,0,0,1,0,1,0,0,0,0,1.0
674-28-3153,-0.5467791064446575,-0.20768587567070618,0.21098817872503633,0,0,1,0,0,0,0,0,0,1,0,1.0
032-72-1050,-0.3260504546022018,-2.3788058529549767,0.1833715821535833,0,0,1,0,0,0,1,0,0,0,0,1.0
884-62-8800,0.4141797698532839,0.7878595577063561,0.10405429168705142,0,0,1,0,0,0,1,0,0,0,0,1.0
520-88-3377,1.950863920791301,2.1581333653210533,-1.5401354195125545,0,0,1,0,0,0,0,1,0,0,0,0.0
683-48-0819,-0.08300310847907544,0.885240536041248,-1.7085632514251452,0,0,0,0,0,1,0,0,1,0,0,0.0
801-78-7785,0.9917681702767889,0.1431188641546489,0.7649286036820021,0,0,1,0,0,0,1,0,0,0,0,1.0
361-35-2506,-0.02140351226442503,-1.2049804426958362,-0.14650569436590874,0,1,0,0,0,0,1,0,0,0,0,1.0
021-48-8003,0.23956348115071743,0.8117330377487991,0.33074670839129644,0,1,0,0,0,0,0,1,0,0,0,1.0
331-34-0663,-1.7299416091636037,-0.08140344171720466,1.2481076864381881,0,0,1,0,0,0,0,1,0,0,0,1.0
080-53-6681,-0.7633157252743962,-0.8071497118520026,-0.4852111257481836,0,0,0,1,0,0,1,0,0,0,0,1.0
798-18-4724,-1.4147434232398062,-0.5806212311866661,0.7923162992514061,0,0,0,0,1,0,1,0,0,0,0,1.0
123-47-6440,-0.38129730943029594,1.182166944069135,-0.5151167323401201,0,0,0,1,0,0,0,1,0,0,0,0.0
542-86-5330,1.427422613448727,0.052972653668753165,-0.21057941539873554,0,1,0,0,0,0,1,0,0,0,0,1.0
216-13-2039,1.0730987860729015,1.5346267780991134,-2.455974515221503,0,1,0,0,0,0,0,1,0,0,0,0.0
497-97-1030,1.2406636612201256,1.2566211060922587,-0.7185664175661057,0,1,0,0,0,0,0,0,1,0,0,1.0
871-18-4580,-1.1778029894068112,-1.0683223234822914,0.399565485331449,1,0,0,0,0,0,1,0,0,0,0,1.0
198-06-3958,0.3078910315833089,0.655188710894858,0.6437966680034513,0,0,0,0,1,0,1,0,0,0,0,1.0
110-83-0008,-0.874863912370512,-1.876791957367099,-1.083304698046202,0,1,0,0,0,0,1,0,0,0,0,1.0
107-33-6552,-1.2280556320654334,-0.3162763556641828,1.0530654731523021,0,0,0,0,0,1,1,0,0,0,0,1.0
011-55-1934,0.0568865857601176,-1.0284433301655949,-0.3174081317060492,0,0,1,0,0,0,0,1,0,0,0,1.0
171-28-8223,0.5950905772616744,2.3263636603470306,-2.815466632195194,0,1,0,0,0,0,0,0,0,1,0,0.0
619-42-2163,0.663832155646139,0.09645022302125937,-0.510359303405656,1,0,0,0,0,0,0,1,0,0,0,0.0
290-25-8802,-1.249086958183248,-1.1774895787288946,1.2911348883097056,0,0,0,0,1,0,1,0,0,0,0,1.0
011-52-0614,0.868756584263181,0.48537855321901335,0.2114212346748576,0,0,0,0,1,0,0,1,0,0,0,1.0
460-29-0943,0.12769183471720072,-1.706599372621247,-0.06285784440116536,0,0,0,1,0,0,1,0,0,0,0,1.0
099-85-7521,-0.024127039885341935,-0.044847175402213744,1.0923560208282195,0,0,1,0,0,0,1,0,0,0,0,1.0
503-91-6902,0.4381157608209593,1.2372615193351515,0.16514611317968073,0,0,0,0,1,0,0,0,0,1,0,1.0
174-39-5804,1.1354099928298336,-0.04609476535191085,0.5193178284841404,0,0,0,0,0,1,1,0,0,0,0,1.0
166-05-5385,-1.3911761759167678,-0.10606058378835234,0.909024877728212,0,1,0,0,0,0,0,0,1,0,0,0.0
278-63-2719,-0.8987158039104635,-0.625371467673788,0.17102330107011093,1,0,0,0,0,0,0,0,0,0,1,1.0
562-66-4791,-1.3568118559112836,-0.7669760616125127,1.5322666276837023,1,0,0,0,0,0,1,0,0,0,0,1.0
306-57-6117,-0.2720650911899716,1.2269798735185538,0.05021925061071116,0,1,0,0,0,0,0,1,0,0,0,0.0
200-32-1840,1.276949329689772,1.8213655797538473,-2.081498662383999,0,0,0,0,1,0,1,0,0,0,0,0.0
384-08-7671,1.2823122855038807,0.6092661160127949,-1.8290022975839815,0,0,1,0,0,0,1,0,0,0,0,0.0
541-68-5862,1.1224198658398086,1.0782784362478839,-0.6263688058491788,1,0,0,0,0,0,1,0,0,0,0,1.0
041-50-1073,-1.2174461657986801,-0.16686648791956463,0.6603765243680335,0,0,0,0,1,0,0,1,0,0,0,0.0
429-98-2403,-0.05953289895725767,-1.0034413768018176,0.7539537286108193,0,0,1,0,0,0,1,0,0,0,0,1.0
428-07-2634,-0.585885340336441,-0.34388006696325785,-0.8104980091995714,0,1,0,0,0,0,0,0,1,0,0,1.0
696-88-5298,0.7012499317966893,0.7383509253809427,0.07908552292307669,0,0,0,0,1,0,1,0,0,0,0,1.0
445-93-9916,-0.1449779175251112,0.04423952402087399,-1.507742834465931,0,1,0,0,0,0,0,1,0,0,0,0.0
883-75-5810,-0.1503732192729599,0.16315553490455642,0.4642083656126121,0,1,0,0,0,0,1,0,0,0,0,0.0
568-61-5326,0.20926827960973796,0.02490501444868496,1.197087509035685,0,0,1,0,0,0,1,0,0,0,0,1.0
731-29-2378,1.6833112952666736,1.4652570153182223,-1.0187731750092788,0,0,0,0,0,1,0,1,0,0,0,0.0
118-42-3526,1.0351181906752736,-0.04101036610967815,-0.3263538303266406,1,0,0,0,0,0,0,0,0,1,0,0.0
741-09-7761,0.2590033873285188,1.8351016077929725,-0.4558375593231704,0,0,0,0,1,0,1,0,0,0,0,1.0
302-50-1501,-0.9137243171658703,-0.7297050955273434,-0.002335182156872336,0,1,0,0,0,0,1,0,0,0,0,1.0
572-52-4158,1.4483827785123122,0.6241933103355516,-0.8184167465677301,0,0,0,0,0,1,1,0,0,0,0,1.0
575-98-2656,-0.866033472459464,-1.3866270316532276,0.009524364354658798,0,0,0,0,1,0,1,0,0,0,0,1.0
633-56-6582,1.0203749140765352,-0.7738346716877318,1.0909145631666726,1,0,0,0,0,0,1,0,0,0,0,1.0
220-42-8328,1.432617370407387,-0.2729304415324989,-0.10281653554252158,0,0,1,0,0,0,0,0,1,0,0,1.0
063-41-5013,0.7593820439144005,0.5744777912345604,-0.9152171243798992,0,0,0,1,0,0,1,0,0,0,0,0.0
742-24-1191,0.7349673331273713,1.646420868465932,-0.6828949803279789,0,0,0,0,1,0,0,0,0,1,0,1.0
431-51-1746,0.9067048337270686,0.9549049557449324,-1.0242173069498879,0,0,1,0,0,0,0,1,0,0,0,1.0
136-87-8728,0.06025703205583618,-1.2790020232791148,0.4685203655701171,0,0,1,0,0,0,0,1,0,0,0,1.0
780-73-4375,0.9703228162071013,1.0308010559008718,-0.2791012396875824,0,0,1,0,0,0,0,0,0,0,1,1.0
881-55-5626,1.1208284458997961,1.364333884613587,-1.9446096766455272,0,1,0,0,0,0,1,0,0,0,0,0.0
699-16-3749,1.0394266690494551,1.264313532566019,-1.907502968259422,0,0,1,0,0,0,0,1,0,0,0,0.0
694-94-1648,-0.35223125337144034,-0.2638399619995308,-0.5390832859059373,0,1,0,0,0,0,0,1,0,0,0,1.0
860-15-2191,-0.08476272727453701,-2.333428686844892,-0.1913888503080884,1,0,0,0,0,0,0,1,0,0,0,1.0
366-82-2301,0.34706842652932024,1.242922693830511,-2.6058922985360238,0,0,1,0,0,0,1,0,0,0,0,0.0
114-54-7741,0.74464523650241,2.111069758525197,-3.01254420844524,0,0,0,0,1,0,0,0,0,1,0,0.0
898-60-9109,0.11535509558872573,-0.3288337560121382,-1.4645547832416224,0,0,0,0,1,0,1,0,0,0,0,0.0
312-54-5088,-0.7912237969053563,-0.329667572410679,0.35024041264681793,0,0,1,0,0,0,1,0,0,0,0,1.0
404-21-6433,-0.5888094127465464,-1.6702876088592113,0.9139060369340534,0,0,0,0,0,1,1,0,0,0,0,1.0
588-30-8850,-1.4189872097465075,-1.4885093646809968,2.059314278156773,0,1,0,0,0,0,1,0,0,0,0,1.0
105-68-6598,1.200567641755895,0.6952933988758216,-0.8731612051386944,0,0,1,0,0,0,1,0,0,0,0,1.0
374-62-7906,-0.6292741758554139,1.2161339910412878,0.4157741508818987,0,0,1,0,0,0,1,0,0,0,0,0.0
279-05-4582,-0.5036425692088576,1.6944060618075454,0.973376991871637,1,0,0,0,0,0,1,0,0,0,0,0.0
472-73-9419,0.5404000724939096,0.7194615358410575,0.9960443775879909,0,0,0,1,0,0,0,0,1,0,0,1.0
092-67-7039,-0.6960491214684801,1.549785936382366,-0.29950436143772796,0,0,0,0,1,0,1,0,0,0,0,0.0
078-15-9570,-1.7111744984075967,-1.852630089698093,1.4825456181306629,1,0,0,0,0,0,0,0,0,1,0,1.0
882-96-2512,0.7303030494820488,-0.6078362461195042,0.10708568333579968,0,0,0,0,1,0,0,1,0,0,0,1.0
554-14-5496,0.45390704567287743,0.3405201945371092,1.0105764979612761,0,0,1,0,0,0,1,0,0,0,0,1.0
838-68-6426,0.27949130175949943,-0.8680810019078072,-0.3121557816860752,0,0,0,0,0,1,1,0,0,0,0,1.0
833-87-6916,0.38065644412504207,1.2964311371504302,0.3715900709730017,0,0,0,0,1,0,1,0,0,0,0,1.0
764-63-6675,-0.9556123013593024,-0.42496087510110364,0.30920526814447774,0,0,0,0,1,0,1,0,0,0,0,0.0
351-87-1825,-1.1034785028588048,0.10207378173924016,-0.1577589625476901,0,0,0,1,0,0,0,1,0,0,0,0.0
095-84-6707,-1.131082522712608,-0.5658758464545691,0.7874475130727021,0,0,0,1,0,0,0,1,0,0,0,0.0
346-83-8688,0.38554714930654593,0.8275316642474747,-0.03423903263155477,0,0,0,0,0,1,0,1,0,0,0,1.0
744-11-4423,-0.40100892145151423,-1.4404238625997103,0.8838890730978775,0,0,0,0,0,1,0,1,0,0,0,1.0
576-36-0277,-0.8727096731834212,-0.7123704914524079,0.46265555070682474,0,0,0,0,0,1,1,0,0,0,0,1.0
242-51-7752,0.48953932628097335,0.6676395332069097,-0.16746560233725333,1,0,0,0,0,0,1,0,0,0,0,1.0
595-80-2577,-0.4458468548020434,-2.4863932455517124,-0.3997939329027423,0,1,0,0,0,0,0,0,1,0,0,1.0
060-04-9467,0.03406976409984986,2.1763017857945295,-0.04309193354861329,0,0,0,0,1,0,0,1,0,0,0,1.0
092-56-6151,0.01178341575291925,-1.7730789898402775,-0.7272337230760979,0,0,1,0,0,0,0,0,0,1,0,1.0
758-38-5756,-0.5376704915034449,-0.14286135265629915,1.4614310473200969,0,1,0,0,0,0,0,1,0,0,0,1.0
187-60-0718,-1.3225445737070194,-0.6326751977813104,-0.42174986955867577,1,0,0,0,0,0,0,0,0,1,0,1.0
650-34-4074,0.4386332957608009,-0.8321015108459424,-1.2500374252409212,0,0,0,0,1,0,0,0,0,0,1,1.0
163-54-4536,0.8533146354956567,-0.323830857620891,-0.8526405396307398,0,0,1,0,0,0,1,0,0,0,0,1.0
496-91-2313,-0.7259561718045786,-1.178003661019724,0.550974218416068,0,0,1,0,0,0,1,0,0,0,0,1.0
192-19-6560,0.5809359966570056,0.6260678299082122,-0.6439137583305051,0,0,0,0,1,0,1,0,0,0,0,1.0
512-55-2020,-0.10323872462688308,-1.4142056657673847,-0.40986557699286896,1,0,0,0,0,0,1,0,0,0,0,1.0
316-77-5324,-0.6442503431770807,1.606598298815303,-0.19820638826098755,0,0,0,1,0,0,0,0,0,0,1,0.0
290-62-6357,-0.6827355351410542,-1.714272991206318,0.27429477207532216,0,0,0,0,1,0,0,0,1,0,0,1.0
483-84-8346,-0.17284070484883457,0.37904501986820505,0.8261812745274221,0,1,0,0,0,0,0,1,0,0,0,1.0
713-74-8406,-1.2781465450553555,0.25281274028454087,0.23688492452434218,0,0,0,0,1,0,0,1,0,0,0,0.0
445-46-2145,0.20626657695865638,0.6031974372625103,0.930652929164995,0,1,0,0,0,0,1,0,0,0,0,1.0
491-22-2979,0.21278751720066114,0.5420968762085053,0.3810554367333786,0,0,0,0,0,1,0,0,0,0,1,1.0
263-71-9277,1.1893112568143398,1.2385153785810785,-1.7978717613054085,0,1,0,0,0,0,1,0,0,0,0,0.0
068-12-0943,0.16837008098875283,-0.12018530819371574,-1.6743085257942907,0,0,0,0,1,0,0,1,0,0,0,0.0
576-68-8218,0.702537299959545,0.25500072466868245,0.9640477294097757,0,0,0,0,1,0,1,0,0,0,0,1.0
014-24-9153,-0.5871856468727933,-0.26540728605693875,0.29589807745783,0,1,0,0,0,0,0,0,0,1,0,1.0
759-77-4519,0.4209724159387056,0.43548122452736304,-0.4778986667097746,0,1,0,0,0,0,1,0,0,0,0,1.0
507-53-6493,0.6480473399809692,0.8335815351090706,-0.1270986013003515,0,0,0,0,1,0,1,0,0,0,0,1.0
751-08-4001,1.0748195897478747,0.8861683918832336,-1.8107211499879594,0,0,0,0,1,0,0,1,0,0,0,0.0
596-22-6670,-0.26764016745432534,-1.6034882575324698,-0.24398040215708536,0,1,0,0,0,0,1,0,0,0,0,1.0
645-72-8505,-0.28270690339046506,-0.5374007029795751,-0.5965869295286199,0,1,0,0,0,0,0,1,0,0,0,1.0
556-82-6035,0.03344225298529151,0.9167562881876142,0.22747523738608522,0,0,0,0,0,1,0,1,0,0,0,1.0
167-95-3639,-0.7452408175004271,-0.8472982849065732,-1.331421011239457,0,0,0,1,0,0,0,1,0,0,0,1.0
226-63-5503,-1.635497951829254,-0.9235015805777647,1.9490520468187345,0,0,1,0,0,0,0,0,1,0,0,1.0
451-99-0803,-0.7564066338275105,-0.9329995643656591,0.09001090588570806,1,0,0,0,0,0,0,1,0,0,0,1.0
651-82-0891,1.6789898785189952,-0.18546122053665653,0.14820743902810413,0,0,1,0,0,0,1,0,0,0,0,1.0
172-50-3054,0.4988290784511306,0.2835949847720394,-1.301756678676707,0,0,1,0,0,0,0,1,0,0,0,0.0
122-71-3119,-1.1571080609998936,-0.9707093811869029,1.0191633787948733,0,0,0,0,1,0,0,1,0,0,0,1.0
062-80-2024,0.7524211989735303,-0.5049570949912232,-1.971465332048009,0,1,0,0,0,0,1,0,0,0,0,1.0
