	leukocyty	ssn	name	smoker	hemoglobin	trombocyty	indicator	alt	relationship	weight	ast	alp	hematokrit	hbver	etytr	er-cv	erytrocyty
4476	5.82363	228-66-2047	Paula Mcfarland	no	6.89146	4.15743	1.00000	17.39700	separated	104.22939	54.55431	80.72205	4.97475	9.16376	6.00250	35.78636	5.22118
4477	5.24511	634-62-6566	Joshua Camacho	Y	7.81845	5.93010	1.00000	16.67780	single	71.34401	44.83246	51.35273	2.13062	6.05769	3.64744	42.97741	6.08202
4478	6.47258	359-57-4684	Sierra Jackson	yes	5.41192	5.65650	1.00000	13.89824	married	75.53356	19.56892	77.18115	7.87116	7.50421	7.31509	39.25497	3.59405
4479	4.60467	397-94-2088	Douglas Taylor	yes	5.47993	7.45026	1.00000	14.63681	widowed	101.79333	35.56243	79.13630	8.18099	7.48516	3.67854	58.50720	6.03888
4480	4.93145	640-25-0380	Marcia Joseph	no	7.11151	5.01984	0.00000	16.24932	nop	60.67027	38.51094	74.14243	6.82243	5.67445	5.13346	42.84698	3.94943
4481	7.24682	435-06-3560	Kayla Knight	no	6.29335	5.01343	1.00000	19.19546	divoced	111.73636	29.91863	85.34381	6.55785	8.18183	6.56016	70.44587	4.68984
4482	4.79051	140-86-4749	Sharon Thomas	Y	5.04238	7.09151	1.00000	13.03272	married	5.96874	31.86525	63.96762	8.25625	7.47295	6.71672	26.73244	6.67063
4483	5.23463	635-65-1824	Patricia Garrison	no	7.95981	6.90965	1.00000	9.94651	married	50.53046	48.68873	46.78077	6.52662	6.95029	4.72129	44.71618	3.52840
4484	7.44631	822-33-7011	Andrea Holloway	yes	3.93343		0.00000	15.39480	divoced	44.55406	36.88518	17.54552	8.66961	8.00022	7.99536	34.60758	5.74190
4485	6.41369	596-46-7253	Harold Davis	yes	7.24862	5.95323	1.00000	13.92124	divoced	55.12150	24.26019	74.99190	4.25772	4.34466	6.28890	51.97357	5.07004
4486	6.50713	619-47-1887	Christina Patterson	Y	6.15868	8.02182	0.00000	11.65026	separated	86.98686	41.60843	88.73052	7.49151	3.84165	6.33517	40.50954	3.45862
4487	6.69361	737-42-1642	Marc Foster	no	5.84126	6.41146	0.00000	9.35359	divoced	75.83411	69.15962	83.61933	6.43273	5.58030	4.27947	73.09685	3.37955
4488	6.56165	526-64-3919	Richard Petty	yes	3.62562	5.95478	0.00000	15.49751	nop	64.71844		16.56793	7.54730	6.66851	6.27090	31.23639	4.48835
4489	4.98510	657-33-2414	Kristin Tyler	no	1.67099	6.42643	0.00000	9.87069	divoced	55.18774	66.45244	44.28796	9.45330	6.81776	6.78946	31.30563	4.49636
4490	3.55346	364-72-3206	Heather Casey	no	6.38713	6.27510	1.00000	15.94895	widowed	65.00878	44.22335	79.65283	6.52333	8.22733	6.33486	46.54101	5.45620
4491	5.90016	594-89-1963	Dr. Christina Huynh	yes	2.40576	7.29074	0.00000	7.77545	divoced	80.03041	40.69472	22.95492	9.31387	7.25872	4.54882	68.05186	4.81963
4492	4.67881	703-51-4410	Lori Hall	Y	8.19069	7.39225	0.00000	19.24220	widowed	51.17142	63.00477	34.20962	7.53567	5.08330	6.99946	50.03265	4.74204
4493	6.88377	166-88-7821	Katie Grant	no	8.11297	6.77217	1.00000	18.60543	single	50.68548	37.43846	38.69439	6.96504	7.19395		35.97464	3.68789
4494	7.68184	523-13-1697	Michael Thompson	no	3.73548	6.75862	0.00000	14.53560	single	49.79561	56.61137	20.90905	8.03269	6.66879	4.11446	31.59305	3.39403
4495	4.58075	300-50-4245	Pamela Woods	no	8.85376	6.10542	0.00000	13.13029	separated	108.14285	72.09360	16.42501	4.78883	6.20515	5.49762	61.12707	4.67113
4496	6.08633	659-41-6426	Andrew Carter	no	6.84226	6.89461	1.00000	13.59129	married	69.96857	45.25124	75.58098	5.70499	5.01110	6.93001	34.41451	4.12314
4497	5.94479	705-48-9565	Stanley Garcia	Y	4.62007	7.28517	0.00000	14.85733	single	59.27317	47.05165	45.62406	6.32228	5.90165	4.35216	37.27023	2.96624
4498	4.72702	096-28-7778	Kelly Hubbard	no	7.87659	5.84199	1.00000	10.73079	married	87.64997	37.73654	49.79404	6.14630	7.80915	6.49786	63.68254	4.44681
4499	5.78623	259-12-8791	Brian Reynolds	no	5.52104	6.78914	1.00000	22.73842	married	67.50465	43.33106	77.30731	6.95476	8.49414	6.81634	43.59129	7.07919
4500	5.06594	429-23-5991	Theresa Bryant	yes	5.53869	5.88182	1.00000	18.15445	married	59.37023	33.52519	81.86731	5.24041	5.80218	6.33396	46.20769	3.37073
4501	6.25440	811-45-1798	Timothy Hendricks	no	5.98584	5.78931	0.00000	18.84149	married	105.86974	36.84313	87.17257	7.20799	4.98188	4.13578	40.41458	4.73994
4502	5.02535	415-87-0714	Elizabeth Allen	yes	8.29587	7.38807	1.00000	21.97908	divoced	84.94988	35.31601	27.59981	5.36690	4.66763	6.44390	68.41037	5.82678
4503	5.67194	451-99-0803	Dana Lee	N	6.92034	6.28196	1.00000	11.43532	nop	121.85066	41.81991	83.70971	4.90334	4.80649	6.89770	27.54139	4.68023
4504	7.13013	217-35-1556	Christina Dodson	no	6.65441	6.24648	0.00000	18.54681	divoced	103.98355	43.93393	83.59346	7.54493	7.20514	5.22580	31.46540	5.17368
4505	4.90750	848-57-8707	Robert Davis	Y	6.84013	4.68957	1.00000	10.90333	single	37.22509	59.07968	84.26812	8.41139	6.07159	6.79919	43.93740	4.76284
4506	3.57194	837-78-4159	Carlos Santiago	no	5.44222	7.82237	1.00000	17.62749	married	40.72287	41.09460	75.38606	7.45222	7.93692	4.77297	65.27012	4.41595
4507	6.57276	639-78-7367	Angela Gutierrez	no	5.66554	7.03172	1.00000	14.00854	separated	-5.93683	46.17142	80.53293	8.75332	7.70767	7.45397	61.33752	5.69890
4508	5.99359	041-80-5494	Monique Miller	no	7.58814	7.18371	1.00000	15.50802	separated	47.21596	48.91321	62.65452	5.85184	7.69989	5.60544	35.74649	5.62344
4509	4.69313	182-17-5687	Michael Williams	no	7.14187	7.00608	1.00000	18.70579	separated	48.40916	37.77334	69.42140	5.89442	8.48185	6.47003	36.95397	3.38793
4510	4.71340	387-26-3176	Amy King	no	8.79988	6.63723	1.00000	19.94690	separated	65.26207	67.46914	18.01050	4.98129	2.75213	6.36153	55.58078	5.61261
4511	5.14366	675-51-4692	Eugene Bailey	no	6.84638	4.97058	1.00000	14.70443	single	43.09097	36.70599	88.25095	7.07568	7.36966	4.20029	44.24575	3.04217
4512	6.04653	809-04-1800	Brian Sanchez	no	6.80231	7.64414	1.00000	24.68060	single	-26.31935	50.04813	85.66047	8.19661	6.85474	5.88751	51.20532	6.98284
4513	7.72809	373-07-7269	Megan Wood	Y	4.33727	6.19229	1.00000	18.09359	married	53.56140	61.52631	29.74292	9.04697	7.31683	6.99238	52.88070	5.48690
4514	7.24026	160-44-3958	Henry Vega	no	6.76631	7.03602	0.00000	13.92384	divoced	81.87540	50.08418	87.24901	6.97084	5.96466	5.43232	45.13613	4.50058
4515	4.91818	738-75-6158	David Banks	no	5.03328	3.61590	1.00000	18.05569	single	72.61317	54.93731	64.15270	4.87632	5.81704	5.46292	66.35699	3.29967
4516	5.66991	597-65-6864	Matthew Reese	Y	11.19295	6.10031	1.00000	21.30961	single	79.42967	29.04121	55.24739	5.78456	0.85673	6.50624	51.70847	6.91326
4517	7.28086	358-88-3618	Michelle Reynolds	yes	4.93057	5.79210	0.00000	21.31258	divoced	85.87403	51.42757	52.51963	7.44276	6.76236	5.91339	26.34906	2.87386
4518	6.62184	122-89-9380	Carrie Leon	Y	7.00502	7.11811	0.00000	11.76534	married	46.01855	33.46716	69.94225	7.21872	6.36749	6.07193	18.36864	4.37364
4519	5.49927	037-44-8824	Anna Casey	no	5.36797	5.37548	0.00000	17.53271	widowed	67.28552	57.70805	74.73198	6.58025	6.51895	6.40758	35.76907	3.09723
4520	6.02995	213-51-2222	Leslie Day DDS	N	7.39808	6.35628	0.00000	9.50314	divoced	79.31829	49.21367	67.85580	5.94046	5.08634	5.04924	40.50623	3.63833
4521	5.04351	862-07-8090	Linda Young	no	5.20661	5.36834	1.00000	7.91049	divoced	31.26124	42.12298	69.84229	3.27203	5.38940	6.06895	48.33268	3.55940
4522	4.98499	703-21-5325	Christopher Santana	no	7.92237	5.88783	1.00000	15.57079	married	58.50378	65.65043	46.38315	6.66691	6.35325	5.83849	69.28574	5.10900
4523	5.37643	598-63-6005	Lucas Mercado	no	6.96759	5.81670	0.00000	18.07694	divoced	78.08326	27.17729	73.91451	4.90033	5.95538	5.85141	29.97288	3.60886
4524	6.80235	625-87-7076	Michelle Lewis	Y	9.26365	5.01231	1.00000	9.35642	widowed	72.36741	54.64205	12.37867	5.91730	6.79576	6.27327	45.37435	3.33669
4525	6.96429	130-46-1827	Diane Rogers	no	3.56824	6.84939	0.00000	10.42148	married	68.39081	39.11438	15.52269	8.61951	6.68011	4.77913	29.94658	2.64664
4526	8.11022	533-33-0460	Kevin Stone	no	7.25658	6.50970	1.00000	18.39683	married	20.92683	45.28324	71.14107	8.42903	6.63874	6.82707	71.28749	6.09740
4527	7.68523	638-27-6063	Carol Evans MD	no	6.95334	5.78237	1.00000	7.54674	divoced	51.05925	75.36090	77.50598	4.58566	4.51621	6.57633	28.04940	4.80634
4528	8.05176	831-89-3499	Cameron Barton	Y	7.37309	5.20231	0.00000	9.83427	widowed	45.02303	32.87990	66.44988	2.80397	4.95646	6.94603	33.09915	5.03841
4529	5.45603	375-31-7664	Jeremy Montoya	yes	6.32457	7.26851	0.00000	17.99979	single	-36.93599	43.57028	89.01319	6.55225	7.20206	6.69810	37.87526	3.48977
4530	4.76986	659-48-8994	Barbara Long	Y	6.57144	5.98393	1.00000	23.67678	nop	76.56751	72.91185	92.38499	8.01830	7.12353	6.27506	50.95703	3.58011
4531	4.85454	711-01-1286	John Williams	no	7.41862	5.70047	0.00000	22.95488	single	81.21808	61.50640	65.44014	7.35033	2.63331	7.49509	23.94689	6.33528
4532	7.23588	279-04-2534	Carrie Carroll	N	7.94247	5.77800	1.00000	16.21382	widowed	51.63930	43.00861	42.85628	4.70818	4.08337	7.01736	36.13832	5.25427
4533	5.78042	575-72-4155	Monique Black	Y	5.24693	5.96918	0.00000	14.32965	married	59.42592	43.75922	66.85137	7.25152	7.16316	6.45445	55.11502	3.85472
4534	8.45632	180-06-7932	Matthew Andrade	no	7.58659	6.14753	1.00000	6.16092	married	43.89189	64.74219	56.33318	7.15418	7.21031	6.87303	44.56337	3.58962
4535	4.68058	516-39-3884	Kyle Smith	yes	7.72276	4.99498	1.00000	10.48586	married	62.88806	35.19473	48.57979	6.05660	6.86725	6.16819	60.68827	2.99039
4536	5.56516	256-28-7698	Victoria Boyd DVM	Y	5.58592	6.17279	1.00000	9.48974	divoced	61.86424	34.24447	77.04412	4.93572	5.44475	5.41073	44.88474	3.61506
4537	7.51429	654-47-8277	Danielle Reed	no	6.73781	6.84547	0.00000	15.83283	married	53.92742	50.68373	84.28150	7.44415	3.85096	6.28385	46.81133	4.63028
4538	7.17506	254-20-4653	Joseph Kramer	yes	7.10454	5.14701	1.00000	15.33085	divoced	18.05490	46.11194	77.42453	8.20866	7.11270	6.79547	58.05111	6.23118
4539	5.03552	527-34-0775	Melissa Brown	Y	7.05276	6.18216	1.00000	14.27777	divoced	113.58314	33.22832	75.04010	5.42076	5.49902	6.08146	62.71213	4.63098
4540	5.90488	467-76-9562	Gregory Jones	no	3.40966	5.22418	0.00000	15.16421	nop	20.96464	68.99348	17.52471	8.35070	6.81597	6.33543	45.48744	3.72985
4541	7.98404	253-02-4577	Jesse Weber	no	8.59865	5.08447	1.00000	9.62060	widowed	60.89388	47.80108	22.61437	7.99325	5.64254	5.51064	48.88245	2.68096
4542	5.59090	863-74-8309	Stacey Bailey	Y	6.38581	6.49535	0.00000	19.05875	single	109.32388	36.36839	85.91043	6.47883	7.06720	7.25939		
4543	6.38472	103-70-0378	Clarence Austin	no	6.20584	4.84670	1.00000	12.21635	single	155.96885	38.87362	92.06716	6.84509	8.12896	6.58441	56.95554	5.57405
4544	5.48911	862-53-1136	Loretta Bush	Y	8.37657	6.12675	1.00000	9.45170	married	59.75398	43.90269	33.89926	4.96590	3.53606	3.88010	45.89625	5.32800
4545	5.31503	232-14-4542	Alexander Castillo	no	4.25150	5.64986	0.00000	15.11683	divoced	34.53044	61.00240	41.20194	8.63083	7.79424	6.61943	48.51436	4.63406
4546	8.44219	503-46-3894	Linda Flowers	no	5.38777	5.16991	0.00000	11.54717	widowed	81.05851	61.70518	71.82207	6.40730	7.08043	6.30049	52.11160	4.94137
4547	6.25675	182-04-0907	Kirk Horton	no	5.69259	5.75881	1.00000	11.27849	single	64.82057	49.36860	81.40398	9.56530	6.74927	7.25001	53.61816	4.99244
4548	5.05791	468-20-7507	Katherine Greene	N	7.10437	5.03967	1.00000	13.28346	divoced	9.54384	39.60230	71.28029	7.41937	6.98904	6.48525	32.06786	5.82564
4549	7.15812	277-87-2783	Nicole Schroeder	Y	6.36320	5.98701	0.00000	17.56077	single	60.97831	51.66908	81.05662	6.13202	6.93524	6.05513	66.05070	3.46335
4550	6.75081	230-90-5085	Amanda Young	no	6.74625	4.12453	0.00000	15.03014	separated	73.95950	41.16407	79.71093	7.22576	5.62152	7.29647	54.17030	4.68154
4551	5.81311	482-49-8337	Charles Logan	yes	3.40319	5.60475	0.00000	9.25864	divoced	6.50568	50.56738	18.09529	8.34696	7.35299	4.23524	58.76818	5.30564
4552	5.69556	326-27-6608	Amanda Fox	yes	4.58902	6.66006	0.00000	13.44546	widowed	91.75171	51.06891	42.21913	7.00709	4.32386	6.03541	56.02250	3.99253
4553	7.14393	388-38-2475	Linda Gonzalez	yes	7.76989	5.61616	1.00000	20.99789	divoced	104.44219	46.29828	50.10355	4.28079	4.16388	6.84844	57.73112	4.57639
4554	5.71303	564-19-7598	Cathy Reilly	Y	8.12573	5.60345	1.00000	15.34723	married	61.78048	48.40555	40.13766	6.17388	7.28101	6.25156	41.22058	4.26693
4555	3.28330	188-37-4736	Kelly Kennedy	no	7.03231	7.09002	1.00000	19.29715	single	48.83781	46.40024	76.23296	7.16236	7.29796	5.12785	42.52107	3.40688
4556	5.23830	863-54-9098	Anthony Charles	yes	6.35066	4.01567	1.00000	26.40011	married	84.16649	46.90015	86.58817	6.54621	8.11890	6.42243	40.91254	7.31689
4557	8.43758	847-57-1254	Toni Carroll	yes	5.27633	4.77073	1.00000	9.00057	single	24.18775	52.58314	70.42166	7.27464	8.15311	5.74663	62.21359	5.27620
4558	5.14210	508-45-0975	Melissa Jarvis	no	6.58257	7.27747	1.00000	15.07025	single	76.15914	45.22283	82.88391	8.29472	7.33563	7.24088	79.42215	4.26522
4559	6.45836	507-97-7117	Stacey Maynard	Y	8.67046	5.86627	1.00000	10.32674	single	94.57726	49.85466	20.05550	5.00862	4.06148	6.12590	40.37140	5.39542
4560	5.71665	706-97-7078	Joseph Howell	yes	6.02306	7.60339	1.00000	17.02841	separated	68.93433	49.69809	78.87799	3.22448	4.44861	6.64905	48.69486	3.51408
4561	4.74008	435-22-5446	Justin Young	no	5.11651	4.50609	0.00000	15.47016	single	9.13366	58.77240	67.07120	6.39309	7.42342	5.74921	56.69462	6.36985
4562	6.85441	667-83-4928	Sharon Garcia	no	7.27091	4.96324	1.00000	18.26458	separated	125.15834	46.60720	68.36404	6.35533	7.36890	7.80896	67.55433	4.96714
4563	5.15393	078-21-6986	Kim Sims	Y	7.73939	7.06432	1.00000	8.57122	widowed	70.22940	27.19497	56.72630	4.50761	4.47292	7.02336	63.24303	5.11664
4564	5.67681	455-29-6582	Cody Davis	Y	7.46523	5.02893	1.00000	22.54724	divoced	87.98757	55.42623	64.96196	4.54939	4.82986	5.31851	56.74103	5.57700
4565	8.21960	406-54-8668	Jessica Valentine	no	5.94507	5.78655	1.00000	15.63998	divoced	48.76728	71.51033	85.96469	7.29762	7.63728	5.98776	63.09326	5.94102
4566	6.73797	594-13-6412	Renee Johnson	no	6.20735	5.32795	1.00000	22.72449	single	63.04341	36.62089	86.90847	8.36693	6.82792	5.63080	78.49576	4.52675
4567	6.33624	523-52-2582	Lauren Williams	no	6.24742	5.92426	1.00000	13.51663	widowed	140.91314	57.88073	82.70928	7.87106	7.20509	4.94009	61.13980	4.46106
4568	7.54905	463-22-9354	Donna Burch	Y	8.22826	5.65583	0.00000	15.52608	separated	100.03628	47.20710	40.65538	4.11975	5.35687	5.80005	52.45335	6.01931
4569	5.73831	524-67-2840	Todd Thompson	no	5.41440	7.59417	1.00000	11.03714	divoced	108.33896	54.85482	71.03422	5.72695	4.41050	7.11394	76.89867	2.01386
4570	5.25790	470-67-0736	Luke Rose	Y	5.60531	6.53576	0.00000	14.93401	married	58.41582	24.78594	77.29887	6.76083	7.29160	7.76468	56.10961	4.56490
4571	6.04655	480-71-0670	Erin Rodriguez	yes	8.87911	6.38156	1.00000	16.57992	divoced	109.83629	56.57527	16.60328	4.57630	8.13327	5.74469	40.22199	4.20878
4572	6.41840	078-95-9359	Michelle Rice	no	7.54699	4.47933	1.00000	10.00216	married	72.74253	34.38962	58.95152	5.77614	6.82829	4.61233	51.29857	2.98290
4573	6.04481	413-19-3497	Jeremiah Sanchez	no	8.79185	6.21436	1.00000	11.89408	married	92.90625	47.35458	19.28681	4.51380	4.16174	6.86892	58.86015	5.70741
4574	4.66583	004-06-2983	Jeffrey Sims	no	7.76125	5.29760	1.00000	10.13221	separated	124.22895	42.66307	47.77498	6.24031	7.62330	5.18328	61.75929	3.19429
4575	5.83487	830-72-9112	Kayla Cohen	no	9.86015	5.93077	1.00000	14.82507	divoced	119.07133	45.29376	18.23593	4.03333	2.15533	7.53989	63.52913	6.01763
4576	5.92811	230-97-2343	Richard Smith	no	8.38326	6.92033	1.00000	8.51824	married	79.61475	54.02232	34.82998	4.99603	8.07328	5.66079	45.81288	4.95435
4577	5.20241	799-50-6380	Kaitlin Cruz	Y	6.81062	8.20030	0.00000	6.17769	widowed	128.61200	56.97680	82.93632	8.59135	5.88200	7.53505	42.75312	5.58911
4578	6.85198	018-97-8963	Samuel Page	no	6.20116	5.73215	1.00000	13.96040	separated	13.47318	45.26899	83.64774	7.81889	7.38596	5.04355	47.95609	4.33039
4579	6.33717	786-59-4128	Henry Ramirez	yes	8.16065	6.06429	0.00000	15.63034	widowed	-7.75590	29.35643	45.33841	6.09290	4.47482	6.40740	59.98547	5.42481
4580	6.19954	010-59-2543	Angela Roberts	no	7.14122	6.14280	1.00000	11.06785	divoced	48.89605	42.57185	73.99423	5.71090	8.32201	5.59091	58.84856	3.00184
4581	6.73549	314-75-0250	James Pope	no	8.49395	6.53133	1.00000	18.84013	married	23.13137	19.24218	26.57140	5.31145	5.12940	6.82580	70.56986	5.99923
4582	7.30472	601-46-5141	Diane Lowe	yes	6.22097	6.25721	1.00000	14.14710	married	83.13748	50.00435	82.93013	7.16137	7.86952	7.28796	47.35112	6.11483
4583	4.88342	237-06-0080	Anita Henry	no	8.53112	6.16269	1.00000	16.29479	nop	127.00444	23.67200	29.64072	4.47014	2.85565	5.66287	46.30116	5.27627
4584	6.69046	823-59-9259	Christopher Erickson	yes	6.97576	6.62609	1.00000	11.23341	divoced	23.99454	49.42279	69.51436	8.94301	6.25244	6.50073	37.94904	3.68998
4585	6.21893	767-13-0171	Richard Anderson	no	6.33670	5.61978	1.00000	18.01620	nop	108.96369	45.36091	85.82374	4.55841	4.34393	6.68280	33.49274	4.76249
4586	5.41720	719-36-4044	Jeffrey Morgan	yes	7.09855	8.28376	1.00000	15.66858	single	89.58207	50.13212	73.26729	7.52620	6.61892	5.80022	52.16398	4.93397
4587	6.45010	324-42-0099	Sydney Romero	no	6.29667	5.15409	0.00000	20.14622	separated	18.88353	52.75737	87.93541	6.95816	8.43231	5.17983	40.89032	6.30338
4588	4.51019	470-15-9051	Megan Parker	no	4.91931	6.48396	1.00000	17.62302	widowed	72.17634	66.95721	61.78079	10.20687	6.19145	7.57190	61.00665	6.07622
4589	5.75773	595-80-2577	Edgar Newman	no	5.95948	4.70909	1.00000	11.69260	married	91.20372	57.10705	86.84772	7.46600	7.97884	7.08095	43.19017	4.55259
4590	5.80733	512-45-0486	Christine Cooper	yes	3.63754	5.06252	1.00000	10.66561	nop	114.25480	33.40488	10.45897	5.87444	6.82778	6.53638	58.37806	2.21792
4591	5.75116	180-51-1912	Natasha Clark	no	6.29001	7.32824	1.00000	12.14108	married	71.35368	66.17099	87.99976	6.64670	8.12754	6.09582	56.97808	3.33081
4592	6.64697	203-01-4533	Jeff Potter	no	5.51756	5.42021	1.00000	19.92590	nop	100.03795	53.90231	80.02635	6.73882	8.49945	4.81962	29.08509	5.32024
4593	7.42965	383-48-0563	Melvin Avery	no	3.53345	5.95406	0.00000	17.96922	divoced	51.30243	36.68050	14.19949	7.65215	6.86694	6.17221	54.65961	4.99815
4594	3.28704	882-32-6746	Mary Strickland	no	7.69758	5.88775	1.00000	16.30398	married	121.79023	37.98146	57.55582	6.00889	3.94894	4.74068	48.08673	5.38741
4595	6.34701	862-71-6691	Danielle Parker MD	Y	7.39537	6.81891	1.00000	18.70005	married	93.66823	56.41985	58.32077	6.31239	7.60542	4.18706	42.60588	5.20901
4596	4.94782	252-67-6356	Michael Nelson	Y	6.35707	6.37957	1.00000	10.32235	married	63.19669	33.47957	84.04773	6.23475	5.01159	7.76948	42.35114	3.56178
4597	7.03980	760-43-8910	Anthony Rowe	no	2.79205	6.49445	0.00000	45.49452	single	145.23168	43.36421	9.74651	9.68899	8.90815	4.73125	48.04261	8.28207
4598	4.82867	018-40-5252	Courtney Craig	no	7.03301	5.09734	1.00000	18.22629	married	90.56293	41.28114	79.12898	6.10389	8.12111	6.35038	22.55458	5.14704
4599	6.79236	655-51-7030	Angel Christensen	no	9.20746	6.06419	1.00000	20.92863	divoced	88.38341	36.57859	9.99566	5.21218	5.22700	5.91344	39.51135	6.71763
4600	3.41972	064-36-3916	Kathleen Bradley	Y	8.11809	5.20227	1.00000	16.16605	married	108.82940	55.21985	39.84099	5.33201	2.77430	4.38847	25.12000	5.55185
4601	4.37227	882-10-2799	Cheyenne Wade	yes	4.65364	4.48018	0.00000	26.82780	separated	-5.47850	70.89889	50.53453	6.09553	7.26088	6.22913	43.87129	7.24766
4602	5.27764	645-74-2460	Jasmin White	Y	9.29950	5.29182	1.00000	15.08334	nop	104.22754	28.77726	10.25431	6.09751	5.91738	5.54665	44.65712	4.17811
4603	7.71368	794-58-9727	Debra Hoover	Y	7.14001	5.71644	1.00000	12.16354	married	93.11366	53.39505	78.76215	6.82332	7.38253	7.60823	46.87250	4.79069
4604	5.95306	605-15-4989	Jason Moreno	Y	5.56460	7.16483	1.00000	9.25131	separated	115.86450	48.09060	74.25017	4.68888	5.25823	6.80375	42.00955	3.19416
4605	6.65364	452-80-1342	Emma Grant	N	8.73210	6.51694	1.00000	15.88237	married	56.05886	58.89762	21.23464	7.26232	5.94249	5.89601	54.33495	4.61781
4606	7.04587	069-32-4129	Julie Delgado	no	8.20515	5.97674	1.00000	14.68075	single	61.57200	29.92124	39.19468	5.49199	3.02450	5.93661	47.10576	5.22156
4607	5.69228	436-01-9216	Richard Garcia	no	7.29866	6.18555	0.00000	13.78765	divoced	131.67343	56.03290	68.56901	9.11617	2.07103	4.55768	35.37995	6.53249
4608	6.99517	253-06-3714	Julia Burton	N	7.00782	6.65111	0.00000	12.36961	widowed	52.63555	67.56689	76.26412	5.91965	7.19014	5.29769	42.58568	3.24231
4609	6.23024	765-62-9278	Lisa Steele	yes	7.33693	5.83388	1.00000	14.46650	nop	81.42622	46.77044	74.48077	6.98753	7.23100	6.60785	40.73338	5.73405
4610	6.73205	668-47-2422	Kathryn Gonzalez	no	7.31193	5.15729	0.00000	23.00935	married	17.33541	37.67395	75.57311	7.35079	4.62266	6.70110	29.23369	5.81493
4611	7.05905	086-96-4265	Benjamin Donaldson	no	6.05180	4.55071	1.00000	19.53565	divoced	80.40368	65.64987	82.46778	6.07514	6.22089	6.28177	41.15717	4.46010
4612	3.79742	764-63-6675	Antonio Sparks	no	5.01372	7.85058	1.00000	17.93473	married	36.67612	62.20050	56.42556	4.61556	7.66627	5.34283	53.03301	4.29277
4613	4.56856	835-63-4248	Kayla Thomas	no	10.33539	6.30247	0.00000	14.65695	married	129.67564	33.44563	30.89816	5.89594	3.23232	6.33760	66.26004	6.82794
4614	6.05686	095-84-6707	Jeffrey Garcia	no	8.04769	5.17719	0.00000	12.72664	separated	53.54622	51.32433	41.47038	5.48893	4.22732	6.37751	48.20632	4.94227
4615	6.41135	485-77-2175	David Becker	no	4.48184	6.51363	1.00000	14.62260	single	33.30412	44.17266	48.92924	10.66445	6.95205	5.99218	42.15500	5.41279
4616	6.79489	014-48-6382	Emily Howard	no	5.86623	8.00479	0.00000	25.03121	single	58.04578	59.55966	81.47550	6.97967	8.35458	5.10862	49.73221	6.79742
4617	5.75718	728-24-6608	Jennifer Booth	no	7.46679	8.32967	0.00000	17.93542	married	91.23582	58.04425	64.95748	7.54273	4.90660	6.84199	35.90695	4.86622
4618	7.08414	259-10-2788	Carlos Barrett	no	4.97831	6.77591	1.00000	8.10565	single	79.73368	40.65330	54.16462	5.33419	6.81030	4.43197	54.85605	2.89032
4619	5.29072	419-47-7388	Joshua Macdonald	no	8.70546	6.98026	1.00000	10.51449	nop	76.13436	64.22987	23.59252	4.83129	4.27164	7.33533	53.31606	6.09360
4620	5.47422	476-07-2737	Tommy Li	no	6.13782	6.54879	1.00000	9.23586	nop	71.80538	42.75169	87.15374	4.64211	6.72169	6.91077	42.38220	4.97968
4621	7.24234	297-13-8283	Stephanie Reilly	Y	6.77100	7.73091	1.00000	12.30470	married	74.39874	34.48555	84.34422	4.65276	4.65761		55.20356	5.03884
4622	5.69520	302-50-1501	Brittany Bender	Y	6.77107	6.10638	1.00000	14.89852	married	69.89448	49.57632	84.67493	5.22761	4.56331	4.84075	40.26717	4.80720
4623	7.34435	882-15-6690	Michael Clark	no	7.18302	6.87987	1.00000	15.51690	single	46.64939	50.25319	73.53434	3.45799	4.45651	6.55105	60.08116	5.14611
4624	6.01926	853-47-3024	Patricia Wong	Y	6.50922	7.44359	0.00000	11.56918	married	102.35084	39.27695	86.75422	5.33064	6.69637	6.67924	54.64808	3.99968
4625	5.11425	169-57-6302	Jeremiah Chavez	Y	5.26291	6.91052	1.00000	12.17976	separated	45.87300	51.64429	68.70236	5.76483	5.26979	6.33059	52.51001	3.20843
4626	5.30692	492-37-6974	Maria Williams	no	6.78735	5.84358	1.00000	13.58544	separated	78.07671	48.94101	88.38349	8.30673	5.84988	7.87457	56.49847	2.77960
4627	3.38674	595-17-2821	Sara Smith	no	8.10923	5.17939	1.00000	19.72105	married	67.75908	64.06876	40.12050	2.72823	3.81572	5.09914	60.46646	5.44483
4628	6.96037	300-50-4245	Pamela Woods	no	6.82873	4.26452	1.00000	10.95519	separated	92.71272	35.31736	81.33107	5.94745	8.13491	4.63179	61.81409	4.70824
4629	5.50075	211-49-3690	Chad Smith	Y	5.00942	5.22141	1.00000	14.59883	separated	67.67759	50.04983	59.10967	7.73292	8.51388	4.63179	56.64904	4.74857
4630	5.91281	809-64-7326	Christopher Haas	yes	6.63595	5.72522	0.00000	16.24087	married	108.71515	49.10625	85.77570	5.92742	7.17704	5.63228	35.05664	4.18821
4631	7.13023	338-80-2011	Ricky Mays	yes	4.75034	6.57700	0.00000	15.17887	married	49.37480	38.52125	54.59774	8.31515	7.88450	7.47316	58.40813	4.68209
4632	5.78091	150-71-4167	Elizabeth Lin	no	2.92131	5.83990	0.00000	21.42764	divoced	21.48394	37.29321	14.75519	9.25162	8.41516	5.38155	71.40141	7.46366
