ssn,smoker,relationship,job,blood_group,race,sex
292-72-4961,0,single,"Surveyor, insurance",B+,White,1
293-19-2518,1,married,Animator,A+,Black,0
293-41-2856,0,divorced,Illustrator,AB-,Hawaiian,1
293-76-2515,1,divorced,Archivist,AB-,White,1
294-17-4790,0,divorced,"Surveyor, land/geomatics",B+,Black,0
294-23-4628,0,divorced,Hotel manager,AB-,White,0
294-69-1287,0,married,Sports administrator,AB+,White,0
294-87-0699,0,widowed,Best boy,B-,Asian,1
294-95-5521,0,widowed,"Scientist, water quality",O+,Black,0
295-24-6910,0,nop,"Solicitor, Scotland",A+,White,0
295-88-8494,0,single,Higher education lecturer,O+,White,1
296-01-8170,0,married,"Nurse, learning disability",A-,White,1
296-13-7367,0,widowed,Production engineer,AB+,Hawaiian,1
296-20-2117,0,nop,Surgeon,B+,Black,0
296-45-4300,0,single,"Teacher, special educational needs",A+,White,1
296-69-5058,1,married,Optometrist,B-,White,0
297-13-8283,1,divorced,"Administrator, arts",A+,White,0
297-17-8117,0,single,Energy manager,B-,White,0
297-64-8673,1,divorced,Comptroller,A-,White,1
297-73-7753,1,nop,"Teacher, adult education",AB-,Black,1
297-88-9666,0,single,Futures trader,B+,Hawaiian,0
299-03-9057,0,divorced,Armed forces logistics/support/administrative officer,A+,White,1
299-81-4853,1,divorced,Patent attorney,B-,Asian,0
299-89-0819,0,single,Senior tax professional/tax inspector,O-,White,0
299-90-9053,1,divorced,"Engineer, drilling",A+,Indian,1
299-99-2152,1,separated,"Journalist, newspaper",AB-,Black,0
300-50-4245,0,separated,Teaching laboratory technician,B-,White,0
300-63-6801,0,widowed,"Therapist, art",AB+,White,0
300-76-3367,0,married,"Radiographer, therapeutic",AB+,Black,0
301-30-0997,1,married,Research scientist (physical sciences),B-,White,1
301-64-7388,0,separated,"Scientist, biomedical",A+,White,1
302-11-5410,0,widowed,Company secretary,A+,Asian,1
302-20-6549,0,divorced,Dispensing optician,O-,White,1
302-50-1501,1,married,Homeopath,AB+,White,0
302-92-4399,1,single,Science writer,AB+,Asian,0
302-96-3697,1,nop,"Librarian, academic",AB-,Asian,1
303-16-8176,1,widowed,"Accountant, chartered",AB-,Asian,0
303-56-6380,1,nop,Ophthalmologist,AB+,White,0
303-76-5304,0,married,Petroleum engineer,AB+,White,0
303-79-7762,0,married,"Research officer, government",A-,White,0
303-96-9342,0,separated,"Horticulturist, amenity",AB+,Indian,1
304-03-4988,0,divorced,Commissioning editor,O+,Asian,0
304-05-1160,1,separated,Herbalist,AB-,Asian,1
304-57-7691,0,divorced,Data scientist,O+,White,1
305-11-6081,0,married,Technical author,A-,Black,0
305-63-4806,1,married,Water quality scientist,B+,Asian,1
305-80-7914,0,divorced,Optometrist,A+,Black,1
306-56-1645,0,single,Health physicist,AB+,White,0
306-57-6117,1,married,Systems developer,A+,Black,0
306-63-8429,0,single,Logistics and distribution manager,B-,White,1
307-40-9390,0,married,"Education officer, environmental",AB-,White,0
307-45-9377,0,divorced,Maintenance engineer,O+,White,1
307-71-1858,1,married,Film/video editor,O+,White,1
308-01-8073,0,nop,Logistics and distribution manager,O-,Asian,1
308-47-8862,1,nop,Geoscientist,O-,Black,1
309-64-7804,0,separated,Emergency planning/management officer,O+,White,0
309-91-1198,0,single,Government social research officer,O-,White,1
309-93-5819,1,married,Planning and development surveyor,AB-,Black,1
309-95-8380,1,divorced,Health promotion specialist,AB+,Black,0
310-10-4293,1,widowed,Teaching laboratory technician,O+,Black,0
310-10-6450,0,single,"Merchandiser, retail",O+,White,1
310-61-1391,0,single,"Engineer, manufacturing",O+,White,0
311-59-4786,0,single,Hydrogeologist,AB+,White,0
311-60-7200,0,divorced,Environmental health practitioner,B+,Indian,0
312-52-8523,1,nop,"Psychologist, educational",B-,White,0
312-54-5088,0,divorced,Curator,B-,White,1
312-72-9685,0,married,Community development worker,A-,White,0
313-34-3381,1,married,Regulatory affairs officer,AB-,Black,1
313-66-6644,0,separated,Amenity horticulturist,O+,White,0
314-04-0669,0,nop,"Conservation officer, historic buildings",B+,White,0
314-39-4980,0,single,Special educational needs teacher,A+,White,1
314-45-1266,0,widowed,"Programmer, systems",O+,Asian,1
314-50-2237,0,divorced,Paramedic,B-,Black,0
314-75-0250,1,divorced,Glass blower/designer,B+,Black,1
315-36-4996,0,divorced,"Engineer, mining",O-,White,0
315-70-1662,1,widowed,"Scientist, research (maths)",A+,White,0
316-77-5324,1,separated,Plant breeder/geneticist,B-,Indian,1
316-88-5245,0,divorced,Press sub,AB+,White,0
317-11-0871,0,married,Geophysicist/field seismologist,O+,White,1
317-23-1471,0,widowed,Network engineer,O+,Black,0
317-28-2228,1,married,Musician,O-,White,0
317-80-9133,0,nop,Paramedic,B-,Asian,0
318-19-2419,0,divorced,Advertising copywriter,A-,White,0
318-61-1516,1,single,Estate agent,A+,White,0
319-23-2383,1,divorced,Quarry manager,A-,Asian,0
319-28-7276,1,divorced,Equality and diversity officer,A-,Asian,0
319-48-9800,1,divorced,Sales executive,O+,Asian,1
319-59-3334,1,single,Town planner,B-,Black,0
319-61-7574,1,married,Equities trader,O+,White,0
319-63-6081,1,divorced,Adult nurse,B+,White,1
319-91-2699,1,divorced,Control and instrumentation engineer,AB+,White,0
320-69-9794,0,divorced,Telecommunications researcher,AB-,White,1
320-80-8080,0,divorced,Film/video editor,B+,Hawaiian,0
321-07-0394,0,married,"Horticulturist, amenity",O-,Black,1
321-31-0987,0,single,"Therapist, music",A+,Black,1
321-65-7403,0,single,Furniture conservator/restorer,B-,White,0
321-77-9271,1,married,Higher education lecturer,B+,White,0
321-95-3285,0,married,"Biochemist, clinical",AB-,Asian,0
322-21-8389,1,nop,"Programmer, multimedia",B+,White,0
322-53-7595,1,divorced,Accounting technician,AB+,White,0
323-15-7193,1,divorced,"Designer, multimedia",O-,Black,0
323-41-9017,0,divorced,Regulatory affairs officer,O-,Black,1
323-48-1308,1,married,Games developer,O-,Indian,1
323-89-2428,1,single,Intelligence analyst,O+,Asian,1
324-26-6489,0,married,Osteopath,A+,Black,0
324-30-9185,0,separated,Charity officer,AB+,White,1
324-39-6224,0,married,Geophysical data processor,O-,White,1
324-42-0099,1,divorced,Clinical cytogeneticist,O-,Hawaiian,0
324-50-4918,0,married,"Investment banker, corporate",B+,White,0
324-64-5980,0,divorced,Furniture designer,A-,Black,0
324-88-8464,0,single,Fashion designer,A-,White,0
324-90-9942,0,separated,Energy engineer,O+,Black,0
325-25-7646,0,divorced,Chiropractor,O+,White,1
325-38-5783,1,divorced,Operational investment banker,B-,Black,0
326-27-6608,1,single,Advertising account executive,AB-,White,0
326-53-3056,1,divorced,IT consultant,B+,White,1
326-55-6791,1,married,"Radiographer, diagnostic",O+,Black,1
327-07-7354,0,separated,"Research officer, political party",AB-,Indian,1
327-48-0581,0,divorced,Biomedical scientist,B-,White,1
328-59-7855,0,separated,Financial controller,B+,Black,0
328-90-6339,1,separated,Biomedical scientist,AB-,White,0
328-98-7778,0,widowed,Public relations officer,AB-,White,0
329-39-0119,0,nop,"Producer, television/film/video",O-,White,0
330-08-3572,0,single,Geographical information systems officer,B+,White,1
330-63-8379,0,divorced,Volunteer coordinator,O-,Asian,1
330-82-9150,0,separated,Plant breeder/geneticist,O-,Black,1
330-91-3879,1,married,Gaffer,B-,Black,1
330-94-2596,1,divorced,"Nurse, mental health",O+,Black,0
331-34-0663,0,divorced,Further education lecturer,O-,Black,0
332-03-9749,0,single,"Development worker, community",AB+,White,1
332-08-2958,0,married,"Surveyor, mining",A+,Black,0
332-15-0783,0,divorced,Chartered loss adjuster,A+,Black,1
332-19-3109,0,divorced,Database administrator,B-,White,0
332-31-0340,0,married,"Pharmacist, community",B+,White,0
332-64-7663,0,widowed,Textile designer,AB+,Black,0
332-76-8675,0,single,Youth worker,B-,White,1
332-79-8021,0,divorced,Chief of Staff,B-,Black,1
332-80-8716,1,divorced,"Research officer, government",O+,White,0
332-86-7401,1,nop,Science writer,AB-,Asian,0
334-31-2468,0,divorced,"Research officer, government",AB-,White,0
334-80-8214,0,single,"Psychologist, forensic",B+,Asian,0
335-35-8866,0,widowed,Animator,O-,Black,0
335-52-8200,0,single,Race relations officer,A+,White,1
335-80-7333,1,nop,"Education officer, community",O+,White,0
336-60-7414,1,married,Production manager,B+,White,0
337-83-0057,1,nop,"Engineer, land",O-,Black,1
338-23-2837,0,nop,"Merchandiser, retail",B-,Black,0
338-39-9920,0,married,Chief Marketing Officer,O+,White,0
338-47-2038,0,separated,"Scientist, marine",AB-,Hawaiian,1
338-80-2011,0,single,Intelligence analyst,AB+,White,1
338-91-9284,0,divorced,"Surveyor, land/geomatics",O-,Black,0
338-97-3443,0,married,"Designer, furniture",B+,Indian,1
339-39-9319,1,married,Web designer,B+,White,0
339-79-4612,0,married,Educational psychologist,B-,Black,0
339-82-8244,1,divorced,Writer,A-,Hawaiian,0
339-85-3209,1,married,"Engineer, electrical",A-,White,0
339-91-5689,1,widowed,Intelligence analyst,AB-,White,0
340-09-7633,0,separated,Mechanical engineer,O+,White,0
340-19-7302,0,married,Academic librarian,B+,White,0
340-28-5687,0,divorced,Meteorologist,O+,Indian,0
340-41-0783,0,single,"Teacher, special educational needs",O+,White,1
340-68-4155,1,separated,Advertising art director,O-,White,0
340-80-6543,0,divorced,"Loss adjuster, chartered",AB-,Asian,1
340-88-1493,0,single,"Surveyor, insurance",AB+,Black,0
341-53-2869,0,divorced,Games developer,AB-,White,0
341-81-1938,0,widowed,Wellsite geologist,O-,Black,0
342-09-1466,0,married,"Designer, multimedia",A+,Black,0
342-48-7268,0,single,"Accountant, chartered",O-,White,1
342-65-5178,0,married,"Editor, film/video",A-,Black,0
342-70-7340,0,married,"Accountant, chartered public finance",A-,White,0
343-15-0097,0,single,Sports development officer,O+,White,1
343-46-1159,0,widowed,Editorial assistant,A-,Black,0
344-17-8552,1,married,"Research officer, political party",AB-,White,0
344-50-5486,1,single,Minerals surveyor,A-,White,0
344-50-6891,1,divorced,Town planner,B+,White,1
344-87-4332,0,separated,Clinical research associate,B+,White,1
345-03-1186,0,nop,Air cabin crew,B+,White,1
345-18-6395,0,widowed,Public relations officer,B+,White,1
345-22-8669,1,nop,Community arts worker,A+,White,0
345-44-5565,1,divorced,Medical secretary,O+,White,0
345-69-7902,0,married,Contractor,A+,Black,0
345-87-8885,0,widowed,General practice doctor,A+,White,1
346-83-7859,1,separated,Water quality scientist,AB-,White,0
346-83-8688,0,widowed,Stage manager,O+,Black,0
346-92-9196,1,married,"Sound technician, broadcasting/film/video",A+,Black,1
346-99-3444,0,married,"Scientist, water quality",A+,Indian,0
347-17-1277,0,widowed,"Development worker, community",B-,White,0
347-78-5308,1,single,Dispensing optician,B-,Black,1
348-28-2720,0,married,Information systems manager,O-,White,0
348-47-8573,1,married,"Pilot, airline",A+,White,0
349-80-1126,1,divorced,Video editor,B+,White,1
350-93-0620,0,separated,"Scientist, audiological",A+,White,1
351-06-6352,1,divorced,Water quality scientist,A+,White,1
351-54-9322,0,single,"Education officer, community",A-,White,0
351-87-1825,1,separated,Air cabin crew,A+,Black,1
351-92-4900,0,married,Dramatherapist,O+,Black,1
352-69-9664,0,single,Passenger transport manager,AB+,White,1
353-09-0746,0,divorced,Senior tax professional/tax inspector,A+,White,1
353-65-8798,1,nop,"Clinical scientist, histocompatibility and immunogenetics",O-,Hawaiian,1
353-72-4273,1,widowed,Food technologist,AB+,Asian,0
354-04-0160,0,married,Chief Financial Officer,B-,White,0
354-22-4224,1,widowed,Training and development officer,A-,Asian,1
354-25-2836,0,divorced,Theme park manager,B+,White,1
354-37-3318,0,divorced,Secretary/administrator,O+,Indian,0
354-52-0845,0,married,Historic buildings inspector/conservation officer,A-,White,1
354-54-8098,1,nop,Chief Executive Officer,O+,White,0
354-56-2407,0,divorced,Nature conservation officer,AB+,White,0
354-72-7224,0,single,Press photographer,AB+,White,1
354-74-0403,0,single,Hydrologist,A+,White,1
355-48-7179,0,married,"Scientist, research (physical sciences)",AB-,White,1
355-68-3105,1,nop,Sales executive,AB-,Black,0
356-02-6340,0,married,Research scientist (maths),O-,White,1
356-16-2140,0,married,"Engineer, mining",B-,Black,0
356-39-5580,0,married,"Producer, television/film/video",B+,Black,0
356-48-3643,0,married,Research scientist (medical),A+,Black,0
356-58-8961,1,divorced,Probation officer,O-,White,1
357-02-4481,1,married,Copy,O-,Asian,1
357-60-9632,1,married,Printmaker,B-,Black,1
357-97-6677,0,separated,Clinical molecular geneticist,AB+,Indian,1
358-05-0915,0,married,Operational investment banker,O+,Asian,1
358-31-5717,0,widowed,Water quality scientist,AB-,White,1
358-48-9735,1,separated,Volunteer coordinator,A+,Black,0
358-87-8123,1,single,Pension scheme manager,O+,Hawaiian,1
358-88-3618,1,married,"Administrator, sports",AB-,Black,0
359-14-0821,0,separated,Electrical engineer,AB-,White,1
359-22-8188,1,divorced,Illustrator,A-,Black,1
359-57-4684,1,divorced,Pharmacologist,A+,White,0
359-65-6471,0,single,"Teacher, English as a foreign language",O-,White,0
360-35-2187,0,married,Garment/textile technologist,O+,Indian,0
360-56-1510,0,nop,Tourism officer,O-,White,0
360-86-1257,0,married,Quality manager,B+,Asian,1
361-35-2506,1,married,Mudlogger,B+,White,1
361-64-5990,0,married,International aid/development worker,B-,Asian,0
361-84-6530,1,widowed,"Copywriter, advertising",O+,White,1
362-30-3093,0,single,Gaffer,O-,White,0
362-66-5514,0,divorced,Magazine features editor,A+,Hawaiian,0
362-89-5976,1,separated,"Engineer, building services",AB-,Black,0
363-37-6919,1,single,English as a second language teacher,AB+,Asian,0
364-72-3206,0,married,"Pharmacist, hospital",B+,White,0
364-76-1475,0,single,Medical technical officer,A+,Black,1
364-94-0451,0,single,Economist,O+,White,1
365-16-2991,0,widowed,"Research officer, government",B-,White,1
365-37-1790,1,divorced,Immigration officer,AB-,Asian,1
365-66-8305,0,nop,Ecologist,AB+,White,0
365-85-2221,1,nop,Public relations account executive,AB+,White,0
366-55-7263,0,nop,Contracting civil engineer,AB+,Asian,0
366-82-2301,0,divorced,Advice worker,B-,White,1
366-83-7484,0,single,Chartered accountant,O-,White,0
368-74-9710,1,separated,Software engineer,O+,White,0
368-90-0225,1,married,Medical illustrator,O-,White,0
369-43-9602,1,divorced,"Designer, television/film set",O+,White,0
369-85-4950,1,widowed,Retail manager,O+,White,0
369-98-7798,0,single,Marine scientist,B-,White,1
370-05-3527,1,single,Commercial art gallery manager,A+,White,1
370-10-8429,1,nop,Petroleum engineer,AB-,White,1
370-18-7714,0,separated,Equality and diversity officer,AB-,Black,0
370-54-4971,1,divorced,"Designer, textile",O-,Asian,0
370-55-2861,0,separated,"Scientist, product/process development",O+,White,1
370-94-8761,1,married,Oceanographer,B+,Indian,1
370-98-2537,0,married,Herbalist,O+,White,0
371-17-7232,0,divorced,TEFL teacher,B+,Black,1
371-46-3714,1,nop,Higher education lecturer,AB-,White,0
371-62-3842,1,separated,"Biochemist, clinical",AB+,White,1
371-67-7018,0,married,Careers information officer,A+,Black,1
371-90-1429,0,married,Field trials officer,AB+,White,0
372-15-3555,0,separated,Senior tax professional/tax inspector,B-,White,1
372-38-4966,0,widowed,Government social research officer,O-,Black,0
372-57-8115,0,married,Science writer,O-,White,1
372-72-0599,1,married,International aid/development worker,B+,Black,1
373-07-7269,1,divorced,"Designer, ceramics/pottery",B+,Black,0
373-62-1594,1,divorced,"Therapist, art",O+,Indian,1
373-62-8407,0,separated,"Sound technician, broadcasting/film/video",AB-,White,1
373-79-6493,0,married,Press sub,A-,Black,0
373-80-8765,1,single,"Designer, television/film set",B-,Asian,0
373-96-0884,0,nop,Private music teacher,O+,Asian,1
374-10-9558,0,divorced,"Engineer, mining",O-,Asian,0
374-12-6563,1,married,"Administrator, arts",AB+,Black,1
374-24-7751,0,widowed,Therapeutic radiographer,B+,Asian,0
374-53-2289,1,married,Estate manager/land agent,B+,Indian,1
374-62-7906,1,divorced,"Research officer, political party",B+,White,1
374-65-4503,1,divorced,Trading standards officer,O-,Black,1
374-71-7889,0,married,"Optician, dispensing",O+,Black,0
375-31-7664,0,nop,Product manager,AB+,White,1
376-42-5085,0,married,Tax inspector,O+,White,1
376-55-4760,0,single,Quality manager,A+,White,0
377-51-2902,0,married,Nutritional therapist,B-,Indian,1
377-81-3773,0,widowed,Market researcher,B+,White,0
377-86-8343,0,widowed,Building services engineer,B-,White,0
378-09-8848,0,divorced,Planning and development surveyor,O+,Indian,0
378-18-7633,0,married,"Engineer, water",O+,Black,0
378-34-0249,1,widowed,Telecommunications researcher,A+,Black,1
378-65-1708,1,separated,Barrister,B+,Black,1
378-89-5948,0,nop,Sports development officer,O+,Black,0
378-91-3147,1,married,Licensed conveyancer,O-,White,1
378-96-1191,1,married,"Lecturer, higher education",A+,White,0
379-35-8293,1,single,Theatre director,AB+,Black,0
379-57-3535,0,widowed,"Engineer, production",A+,Hawaiian,0
380-35-7497,0,divorced,Orthoptist,B+,White,1
380-42-9007,1,single,Games developer,O+,Asian,1
380-75-5620,0,divorced,Sports administrator,AB-,White,0
380-86-1146,1,nop,Petroleum engineer,B-,White,0
380-99-9657,1,separated,Leisure centre manager,AB-,White,1
381-19-4556,1,widowed,Barista,O-,White,1
381-35-0581,0,widowed,Homeopath,O+,Black,0
381-41-2540,1,single,Music tutor,O-,White,0
381-69-4668,1,separated,Advertising account executive,AB+,Black,1
381-90-4779,1,married,Cabin crew,O+,Black,1
382-67-3169,1,divorced,Animal technologist,B+,White,0
383-48-0563,0,married,Travel agency manager,O+,White,1
383-56-8891,0,nop,Retail merchandiser,B+,Indian,1
384-08-7671,0,divorced,Pension scheme manager,O+,White,0
384-20-8165,1,divorced,Archaeologist,O+,Black,1
384-40-5855,0,separated,Financial planner,AB-,White,0
384-63-9623,0,married,Energy engineer,B-,Black,0
385-04-1147,0,married,Glass blower/designer,A+,Indian,1
385-08-8637,0,widowed,Furniture conservator/restorer,AB-,White,1
385-22-0473,0,divorced,IT sales professional,AB+,White,1
385-25-9116,1,married,Media buyer,B-,Black,0
385-29-5639,0,single,"Surveyor, insurance",AB+,White,0
386-21-6630,0,single,Meteorologist,B+,White,0
386-56-5453,1,divorced,Transport planner,A+,White,0
386-88-8121,1,married,"Development worker, community",A-,White,0
387-12-2322,0,separated,Patent examiner,O+,Black,1
387-26-3176,0,separated,Historic buildings inspector/conservation officer,AB-,Black,0
387-31-8469,0,single,Metallurgist,A-,Hawaiian,0
387-49-5401,1,married,Risk analyst,AB-,White,0
387-56-8250,0,married,Cytogeneticist,B+,White,1
388-17-9366,1,nop,"Designer, ceramics/pottery",A+,Black,0
388-38-2475,0,married,Teaching laboratory technician,B+,Black,0
388-82-0223,0,divorced,Medical sales representative,A-,White,1
389-38-8587,1,married,Architectural technologist,B+,Asian,0
389-95-3974,1,nop,"Radiographer, therapeutic",A-,Black,0
390-06-1169,0,married,"Conservator, museum/gallery",AB-,Black,0
390-62-1506,0,divorced,Environmental manager,A-,Black,0
390-91-6253,1,married,Claims inspector/assessor,AB+,Asian,0
390-94-4813,0,married,Careers adviser,B-,White,0
391-07-6328,1,single,Broadcast engineer,AB-,Black,1
391-19-3341,1,married,"Engineer, civil (contracting)",AB-,Black,0
391-26-5767,0,single,Research scientist (maths),A+,White,0
391-30-7347,1,married,"Doctor, hospital",AB+,White,1
391-51-4060,1,separated,Insurance claims handler,AB-,Black,0
391-99-0317,0,widowed,"Engineer, automotive",AB-,Black,1
392-01-1982,1,divorced,"Engineer, manufacturing systems",A+,Asian,1
392-13-7312,0,divorced,Toxicologist,A-,Black,0
392-19-6576,0,single,"Radiographer, diagnostic",O+,Black,0
392-81-1166,1,single,"Research officer, government",O-,White,0
392-89-1210,1,divorced,Writer,B+,White,1
392-92-1943,1,married,Geophysicist/field seismologist,O+,White,0
394-15-7273,0,single,Exercise physiologist,A+,Asian,1
395-10-9929,1,divorced,Brewing technologist,A+,Asian,1
395-21-5222,1,nop,Rural practice surveyor,B+,Hawaiian,1
395-64-7085,1,divorced,Dietitian,B-,Black,1
396-11-1113,0,nop,"Pilot, airline",AB-,White,0
396-32-5303,0,separated,Clinical cytogeneticist,AB-,White,0
396-58-0809,1,married,"Administrator, Civil Service",B-,White,1
396-61-6358,0,separated,Health service manager,B-,Black,1
396-94-1474,1,married,Paramedic,B+,Black,1
397-94-2088,1,widowed,"Teacher, early years/pre",A+,White,1
398-20-5896,0,single,"Designer, ceramics/pottery",B-,Black,1
398-30-7498,0,widowed,"Scientist, marine",AB-,White,0
398-35-8976,0,single,"Engineer, maintenance (IT)",B+,White,0
399-06-0037,1,widowed,Information officer,AB-,Hawaiian,0
399-06-0472,0,single,"Scientist, water quality",AB+,Hawaiian,1
399-40-9294,0,divorced,Training and development officer,B-,Black,0
399-41-9343,0,married,Sports coach,A-,Black,0
399-86-0656,1,nop,Lawyer,A+,Black,1
400-75-4848,0,divorced,Records manager,A-,White,1
401-64-7541,0,divorced,"Pharmacist, community",O+,White,0
401-65-2912,0,nop,"Programmer, multimedia",B-,Indian,1
401-71-6550,1,divorced,"Doctor, general practice",B+,White,1
401-84-7858,1,married,Field trials officer,O-,Asian,1
402-01-0773,1,married,"Civil engineer, consulting",AB+,Black,0
402-03-1209,0,divorced,Charity officer,A+,White,0
402-09-3769,1,nop,Water engineer,O-,Black,0
402-32-0839,0,single,"Engineer, site",O-,White,1
402-46-6950,0,married,Ambulance person,AB+,White,1
402-71-3192,1,divorced,Politician's assistant,O-,Indian,1
403-51-9387,0,widowed,"Engineer, civil (contracting)",O-,White,1
404-21-6433,0,widowed,"Teacher, special educational needs",A-,White,0
404-60-0943,0,divorced,Ecologist,AB+,White,0
404-61-8320,0,married,"Accountant, chartered management",AB-,White,1
404-67-5611,1,single,Personal assistant,AB-,White,1
404-84-1639,0,divorced,"Administrator, charities/voluntary organisations",A-,White,1
405-02-0948,1,widowed,"Solicitor, Scotland",B+,White,0
405-33-2043,0,divorced,"Sales professional, IT",A-,Hawaiian,0
405-56-6675,0,widowed,"Teacher, secondary school",B-,White,1
405-59-2861,1,married,Electrical engineer,O-,White,1
405-89-6587,0,widowed,Engineering geologist,A+,Hawaiian,0
406-20-7511,0,divorced,Archivist,O+,Black,0
406-54-8668,0,nop,Field trials officer,AB+,White,0
406-62-7374,0,divorced,Health service manager,AB-,White,1
406-86-1020,1,widowed,"Accountant, chartered management",B+,Black,1
407-97-9479,1,married,Orthoptist,A-,Black,1
408-52-7523,0,single,Cartographer,AB+,White,0
408-53-8519,1,separated,Animator,A+,Black,1
409-42-9685,0,married,Textile designer,B-,Asian,1
409-66-0971,0,nop,Human resources officer,A+,Black,1
409-70-9734,1,married,"Psychologist, prison and probation services",A+,Indian,0
410-83-0799,0,divorced,"Engineer, electrical",O+,White,0
410-84-7019,1,married,Archivist,A+,White,0
410-86-2627,1,divorced,"Engineer, water",B-,Indian,0
411-63-9013,0,single,Forensic scientist,AB-,White,0
411-88-4101,0,nop,Petroleum engineer,A+,Black,0
412-57-1910,1,single,Medical sales representative,B+,White,0
413-19-3497,0,divorced,Conference centre manager,O+,White,1
413-23-4279,1,separated,Plant breeder/geneticist,A+,White,0
413-23-8380,1,divorced,Illustrator,O-,White,0
413-53-1467,1,divorced,Patent examiner,B-,White,0
413-54-0264,0,divorced,Archaeologist,A-,Black,1
413-72-2477,1,separated,Commercial/residential surveyor,O+,White,1
413-89-6643,0,nop,Armed forces operational officer,A-,White,1
414-24-6572,1,single,Architect,AB-,Hawaiian,1
414-49-7434,0,divorced,Armed forces technical officer,AB-,Black,1
414-50-8008,1,married,Translator,O-,White,0
414-75-4601,1,nop,Pensions consultant,B-,White,1
414-87-3295,0,divorced,Passenger transport manager,AB-,Asian,0
415-01-2972,1,single,Administrator,O+,Black,0
415-08-1041,1,widowed,Systems developer,O-,Black,0
415-54-3097,0,married,"Designer, jewellery",O+,Hawaiian,1
415-73-6736,1,single,Information officer,O-,Asian,0
415-87-0714,0,married,Rural practice surveyor,A-,White,0
415-94-2137,1,widowed,Financial risk analyst,O+,White,0
416-74-8492,1,widowed,Veterinary surgeon,AB-,White,1
416-81-4882,0,widowed,"Engineer, electrical",AB-,White,1
417-04-0687,1,separated,Newspaper journalist,AB+,Hawaiian,1
417-16-4059,1,married,Quality manager,A+,Indian,0
417-38-8969,1,widowed,Sports coach,A-,White,1
417-67-1259,0,divorced,Dealer,A+,White,1
417-82-3406,1,separated,"Embryologist, clinical",O+,Hawaiian,1
417-87-1268,1,married,Horticultural consultant,B-,Hawaiian,0
417-92-8075,1,nop,Microbiologist,AB-,Black,1
418-08-2643,1,divorced,"Surveyor, rural practice",A-,White,1
419-04-1172,1,single,Chief Technology Officer,O+,White,0
419-47-7388,0,married,Holiday representative,O-,Black,1
419-72-8045,0,widowed,Chemical engineer,B+,Black,1
419-80-3580,0,single,Youth worker,A-,Asian,0
420-85-5474,1,single,Dealer,A-,Black,0
421-34-1776,1,single,Glass blower/designer,B-,Black,1
421-42-9778,0,divorced,Exercise physiologist,A+,White,0
421-53-1853,0,single,Trading standards officer,O-,White,1
422-03-1065,1,married,Claims inspector/assessor,O-,Black,1
422-07-8432,1,married,Sales promotion account executive,AB+,Hawaiian,0
422-36-5830,0,widowed,"Engineer, technical sales",B+,Black,1
422-55-6396,1,single,Operational researcher,O+,White,1
422-93-7636,1,married,Associate Professor,A+,White,0
423-40-5590,1,widowed,Energy manager,O+,White,1
423-48-7663,0,married,Local government officer,B+,White,0
424-84-8220,0,single,Fine artist,AB+,White,1
425-13-4526,1,married,Museum education officer,A+,White,0
425-17-1820,1,nop,Financial adviser,A+,White,0
425-90-6970,0,married,"Scientist, product/process development",O+,White,1
426-24-3870,0,separated,"Editor, film/video",B-,Black,1
426-24-6104,1,nop,Actuary,AB+,Black,0
426-25-6064,1,single,"Conservation officer, nature",AB-,Indian,0
426-47-2157,1,divorced,Sports therapist,B+,Black,0
426-73-8385,0,divorced,Training and development officer,B+,White,1
427-02-0573,0,nop,Garment/textile technologist,O-,White,0
427-42-7179,0,nop,Visual merchandiser,AB-,Indian,0
427-56-5112,0,divorced,Drilling engineer,O-,White,1
427-67-9924,0,single,"Administrator, local government",A+,White,1
427-88-3604,1,divorced,"Surveyor, minerals",A+,Black,0
427-94-5224,1,separated,Amenity horticulturist,AB-,White,1
428-07-2634,1,married,Film/video editor,O-,Hawaiian,1
428-22-2374,1,married,"Engineer, communications",O-,White,0
428-29-5802,0,divorced,Human resources officer,B-,White,1
428-51-2866,0,married,"Production assistant, radio",AB+,White,1
429-09-6882,0,separated,"Engineer, mining",AB-,Indian,1
429-23-5991,0,widowed,"Clinical scientist, histocompatibility and immunogenetics",O-,White,0
429-26-5107,0,divorced,Veterinary surgeon,B+,White,0
429-42-6402,1,nop,Health promotion specialist,AB-,White,0
429-98-2403,0,divorced,Operational researcher,O-,White,1
430-14-3484,0,divorced,Training and development officer,O+,White,0
430-30-7090,0,single,"Chemist, analytical",A+,Black,0
430-83-2907,1,divorced,Heritage manager,AB+,Black,1
431-39-9982,1,divorced,Product manager,O-,White,1
431-51-1746,0,divorced,Commercial art gallery manager,AB+,Black,1
431-51-2684,0,married,Music tutor,O+,Asian,1
432-44-2672,1,single,"Civil engineer, consulting",O+,Black,1
432-78-9289,0,married,Product designer,A+,Asian,1
432-93-7517,1,single,Environmental manager,AB-,Black,0
433-03-4265,1,married,Medical secretary,B-,White,1
433-19-5079,1,widowed,IT consultant,O+,Black,0
433-75-8812,1,divorced,"Administrator, Civil Service",AB+,Asian,0
433-91-0007,0,divorced,Higher education careers adviser,O+,White,0
434-20-9482,0,divorced,"Journalist, broadcasting",A-,Black,1
435-06-3560,0,divorced,"Therapist, sports",A+,White,0
435-22-5446,0,married,Warden/ranger,B+,White,1
435-96-3974,1,nop,"Administrator, sports",O+,White,0
